,단지명,전용면적(㎡),계약년월,거래금액(만원),층,건축년도,도로명
353,이한렉스빌플러스,27.04,202202,"        11,000",5,2017,송탄로 385
354,장미,49.95,202202,"        14,300",4,1994,지산로37번길 10
747,정암마을뜨란채,84.91,202002,"        23,500",8,2006,이충로35번길 19
748,정암마을뜨란채,75.63,202002,"        21,400",6,2006,이충로35번길 19
749,정암마을뜨란채,75.54,202002,"        21,000",6,2006,이충로35번길 19
750,정암마을뜨란채,75.63,202002,"        20,700",2,2006,이충로35번길 19
751,정암마을뜨란채,84.91,202002,"        21,400",1,2006,이충로35번길 19
752,정암마을뜨란채,75.63,202002,"        20,500",1,2006,이충로35번길 19
753,정암마을뜨란채,84.91,202002,"        23,300",11,2006,이충로35번길 19
754,정암마을뜨란채,84.85,202002,"        23,000",16,2006,이충로35번길 19
755,정암마을뜨란채,75.63,202002,"        21,200",12,2006,이충로35번길 19
697,정암마을뜨란채,75.63,202102,"        23,500",9,2006,이충로35번길 19
698,정암마을뜨란채,84.91,202102,"        24,000",3,2006,이충로35번길 19
699,정암마을뜨란채,84.91,202102,"        24,800",5,2006,이충로35번길 19
700,정암마을뜨란채,75.54,202102,"        22,100",2,2006,이충로35번길 19
701,정암마을뜨란채,84.91,202102,"        24,500",3,2006,이충로35번길 19
291,정암마을뜨란채,84.91,202202,"        34,500",12,2006,이충로35번길 19
292,정암마을뜨란채,75.63,202202,"        33,000",6,2006,이충로35번길 19
293,정암마을뜨란채,84.91,202202,"        36,700",9,2006,이충로35번길 19
294,정암마을뜨란채,84.91,202202,"        35,800",9,2006,이충로35번길 19
925,제일,59.37,202002,"         9,500",8,1991,지산2로 95
926,제일,59.37,202002,"        11,500",10,1991,지산2로 95
844,제일,59.37,202102,"        11,000",1,1991,지산2로 95
845,제일,59.37,202102,"        12,000",10,1991,지산2로 95
846,제일,49.94,202102,"        11,300",6,1991,지산2로 95
847,제일,59.37,202102,"        12,000",12,1991,지산2로 95
355,제일,49.94,202202,"        16,300",6,1991,지산2로 95
781,제일풍경채장당센트럴,66.9,202002,"        25,300",18,2018,송탄로 27
739,제일풍경채장당센트럴,84.87,202102,"        44,950",15,2018,송탄로 27
740,제일풍경채장당센트럴,66.83,202102,"        33,500",8,2018,송탄로 27
741,제일풍경채장당센트럴,66.83,202102,"        34,000",18,2018,송탄로 27
742,제일풍경채장당센트럴,66.9,202102,"        36,000",15,2018,송탄로 27
743,제일풍경채장당센트럴,66.9,202102,"        33,000",19,2018,송탄로 27
744,제일풍경채장당센트럴,84.83,202102,"        49,950",12,2018,송탄로 27
745,제일풍경채장당센트럴,66.9,202102,"        35,000",10,2018,송탄로 27
746,제일풍경채장당센트럴,84.87,202102,"        45,000",14,2018,송탄로 27
747,제일풍경채장당센트럴,66.9,202102,"        34,400",14,2018,송탄로 27
301,제일풍경채장당센트럴,66.9,202202,"        44,500",4,2018,송탄로 27
782,제일하이빌1차,59.8748,202002,"        18,800",14,2005,경기대로 1155
783,제일하이빌1차,59.8748,202002,"        18,000",17,2005,경기대로 1155
784,제일하이빌1차,59.8748,202002,"        24,000",12,2005,경기대로 1155
785,제일하이빌1차,59.9726,202002,"        18,000",15,2005,경기대로 1155
786,제일하이빌1차,59.9726,202002,"        17,700",16,2005,경기대로 1155
787,제일하이빌1차,59.8748,202002,"        18,900",3,2005,경기대로 1155
788,제일하이빌1차,59.9726,202002,"        17,800",8,2005,경기대로 1155
748,제일하이빌1차,59.9726,202102,"        19,700",14,2005,경기대로 1155
749,제일하이빌1차,59.8748,202102,"        21,000",4,2005,경기대로 1155
750,제일하이빌1차,59.9726,202102,"        18,000",18,2005,경기대로 1155
751,제일하이빌1차,59.8748,202102,"        21,000",4,2005,경기대로 1155
752,제일하이빌1차,59.8748,202102,"        20,800",6,2005,경기대로 1155
753,제일하이빌1차,59.8748,202102,"        19,500",3,2005,경기대로 1155
754,제일하이빌1차,59.8748,202102,"        19,000",3,2005,경기대로 1155
755,제일하이빌1차,59.8748,202102,"        21,500",3,2005,경기대로 1155
302,제일하이빌1차,59.8748,202202,"        34,500",5,2005,경기대로 1155
303,제일하이빌1차,59.8748,202202,"        34,800",14,2005,경기대로 1155
304,제일하이빌1차,59.8748,202202,"        34,000",11,2005,경기대로 1155
305,제일하이빌1차,59.9726,202202,"        32,000",15,2005,경기대로 1155
306,제일하이빌1차,59.9726,202203,"        32,800",7,2005,경기대로 1155
789,제일하이빌2차,59.8748,202002,"        18,700",9,2005,경기대로 1144
756,제일하이빌2차,59.8748,202102,"        20,000",11,2005,경기대로 1144
757,제일하이빌2차,59.8748,202102,"        22,000",6,2005,경기대로 1144
307,제일하이빌2차,59.8748,202202,"        32,000",9,2005,경기대로 1144
998,주공,39.66,202002,"         7,500",4,1990,안정순환로80번길 14
1043,주공,39.3,202002,"        12,800",3,1989,중앙2로 94
1044,주공,59.12,202002,"        21,000",5,1989,평택3로 12
1045,주공,39.69,202002,"        12,000",6,1989,중앙2로 94
1046,주공,39.3,202002,"        12,400",3,1989,중앙2로 94
1047,주공,39.3,202002,"        13,120",5,1989,중앙2로 94
1048,주공,59.12,202002,"        21,000",1,1989,평택3로 12
1049,주공,51.02,202002,"        18,000",2,1989,평택3로 12
1050,주공,39.3,202002,"        12,700",2,1989,중앙2로 94
1051,주공,39.3,202002,"        11,500",1,1989,중앙2로 94
1052,주공,39.3,202002,"        11,700",6,1989,중앙2로 94
1053,주공,46.68,202002,"        13,500",1,1989,중앙2로 94
1054,주공,47.01,202002,"        14,500",3,1989,중앙2로 94
1055,주공,51.02,202002,"        17,900",5,1989,평택3로 12
1056,주공,39.69,202002,"        12,300",5,1989,중앙2로 94
1057,주공,39.69,202002,"        12,600",2,1989,중앙2로 94
1058,주공,39.3,202002,"        13,000",5,1989,중앙2로 94
1059,주공,51.02,202002,"        19,000",1,1989,평택3로 12
1060,주공,39.69,202002,"        12,500",6,1989,중앙2로 94
1061,주공,47.01,202002,"        15,000",6,1989,중앙2로 94
1062,주공,39.69,202002,"        12,900",1,1989,중앙2로 94
1063,주공,39.3,202002,"        13,800",2,1989,중앙2로 94
1064,주공,39.3,202002,"        13,500",6,1989,중앙2로 94
1065,주공,51.02,202002,"        19,500",3,1989,평택3로 12
1118,주공,47.01,202102,"        20,000",4,1989,중앙2로 94
1119,주공,39.69,202102,"        17,000",1,1989,중앙2로 94
1120,주공,46.68,202102,"        20,000",6,1989,중앙2로 94
1121,주공,39.3,202102,"        17,000",3,1989,중앙2로 94
1122,주공,39.69,202102,"        15,400",2,1989,중앙2로 94
427,주공,39.27,202202,"         7,500",5,1990,안정순환로80번길 14
486,주공,46.68,202202,"        35,000",4,1989,중앙2로 94
487,주공,39.3,202202,"        31,500",1,1989,중앙2로 94
374,주공3,32.4,202002,"         8,500",5,1988,서정남로 183
333,주공3,39.6,202102,"        13,000",3,1988,서정남로 183
334,주공3,39.6,202102,"        13,000",2,1988,서정남로 183
335,주공3,46.98,202102,"        15,000",4,1988,서정남로 183
336,주공3,46.65,202102,"        15,000",5,1988,서정남로 183
337,주공3,32.4,202102,"        11,500",2,1988,서정남로 183
338,주공3,32.4,202102,"        11,000",5,1988,서정남로 183
339,주공3,39.6,202102,"        11,300",5,1988,서정남로 183
171,주공3,39.6,202202,"        27,500",1,1988,서정남로 183
172,주공3,46.65,202202,"        21,000",5,1988,서정남로 183
756,주공4,46.98,202002,"        13,800",4,1990,정암로60번길 77
757,주공4,39.66,202002,"         9,200",5,1990,정암로60번길 77
758,주공4,39.66,202002,"        10,500",5,1990,정암로60번길 77
759,주공4,46.65,202002,"        12,500",5,1990,정암로60번길 77
760,주공4,39.66,202002,"        10,500",5,1990,정암로60번길 77
1066,주공4,39.61,202002,"        10,400",4,1992,평택3로 11
1067,주공4,39.61,202002,"        11,900",3,1992,평택3로 11
1068,주공4,39.61,202002,"        11,400",3,1992,평택3로 11
1069,주공4,39.61,202002,"        10,400",6,1992,평택3로 11
1070,주공4,39.61,202002,"        10,500",5,1992,평택3로 11
1071,주공4,40,202002,"        10,800",4,1992,평택3로 11
1072,주공4,39.61,202002,"        11,500",4,1992,평택3로 11
1073,주공4,40,202002,"        10,800",5,1992,평택3로 11
1074,주공4,39.61,202002,"        11,600",3,1992,평택3로 11
1075,주공4,39.61,202002,"        10,050",6,1992,평택3로 11
1076,주공4,39.61,202002,"        10,500",6,1992,평택3로 11
1077,주공4,47.32,202002,"        14,000",5,1992,평택3로 11
1078,주공4,39.61,202002,"        12,150",3,1992,평택3로 11
1079,주공4,39.61,202002,"        11,700",1,1992,평택3로 11
702,주공4,46.98,202102,"        18,000",4,1990,정암로60번길 77
703,주공4,46.65,202102,"        17,500",4,1990,정암로60번길 77
704,주공4,46.98,202102,"        17,000",4,1990,정암로60번길 77
705,주공4,39.66,202102,"        18,000",3,1990,정암로60번길 77
706,주공4,39.66,202102,"        15,900",3,1990,정암로60번길 77
1123,주공4,39.61,202102,"        15,000",3,1992,평택3로 11
1124,주공4,47.32,202102,"        17,500",6,1992,평택3로 11
1125,주공4,40,202102,"        14,400",4,1992,평택3로 11
1126,주공4,40,202102,"        13,400",6,1992,평택3로 11
1127,주공4,40,202102,"        16,000",3,1992,평택3로 11
1128,주공4,39.61,202102,"        16,000",2,1992,평택3로 11
1129,주공4,39.61,202102,"        16,000",2,1992,평택3로 11
1130,주공4,40,202102,"        16,000",3,1992,평택3로 11
1131,주공4,40,202102,"        14,800",4,1992,평택3로 11
707,주공4,46.65,202103,"        18,500",2,1990,정암로60번길 77
295,주공4,46.65,202202,"        34,000",1,1990,정암로60번길 77
488,주공4,39.61,202202,"        26,800",4,1992,평택3로 11
927,지산코아루,191.31,202002,"        51,000",11,2011,지산로 137
928,지산코아루,127.9257,202002,"        31,500",4,2011,지산로 137
929,지산코아루,160.9074,202002,"        37,000",7,2011,지산로 137
930,지산코아루,160.9074,202002,"        37,000",8,2011,지산로 137
848,지산코아루,160.9074,202102,"        37,500",10,2011,지산로 137
849,지산코아루,127.9257,202102,"        31,300",4,2011,지산로 137
125,지제더샵센트럴파크,74.992,202102,"        45,000",18,2021,동삭1로22번길 40
126,지제더샵센트럴파크,83.711,202102,"        50,000",1,2021,동삭1로22번길 40
127,지제더샵센트럴파크,74.974,202102,"        41,000",6,2021,동삭1로22번길 40
128,지제더샵센트럴파크,84.798,202102,"        45,000",8,2021,동삭1로22번길 40
129,지제더샵센트럴파크,83.711,202102,"        30,200",12,2021,동삭1로22번길 40
130,지제더샵센트럴파크,74.731,202102,"        30,000",5,2021,동삭1로22번길 40
65,지제더샵센트럴파크,59.7656,202202,"        50,200",17,2021,동삭1로22번길 40
66,지제더샵센트럴파크,84.7982,202202,"        65,000",17,2021,동삭1로22번길 40
67,지제더샵센트럴파크,59.6236,202202,"        50,000",5,2021,동삭1로22번길 40
68,지제더샵센트럴파크,84.7982,202202,"        64,900",11,2021,동삭1로22번길 40
69,지제더샵센트럴파크,84.7982,202202,"        67,000",14,2021,동삭1로22번길 40
70,지제더샵센트럴파크,59.6236,202202,"        52,000",12,2021,동삭1로22번길 40
1080,참이슬,84.9249,202002,"        17,000",11,1999,참이슬길 13
1081,참이슬,84.9249,202002,"        18,000",5,1999,참이슬길 13
1082,참이슬,59.9838,202002,"        14,600",9,1999,참이슬길 13
1083,참이슬,84.9249,202002,"        15,000",1,1999,참이슬길 13
1084,참이슬,59.9838,202002,"        14,500",11,1999,참이슬길 13
1085,참이슬,84.9249,202002,"        17,500",11,1999,참이슬길 13
1086,참이슬,59.9838,202002,"        14,500",13,1999,참이슬길 13
1087,참이슬,59.9838,202002,"        14,300",2,1999,참이슬길 13
1132,참이슬,59.9838,202102,"        16,800",13,1999,참이슬길 13
1133,참이슬,124.9895,202102,"        23,900",10,1999,참이슬길 13
1134,참이슬,59.9838,202102,"        16,500",7,1999,참이슬길 13
1135,참이슬,84.9249,202102,"        19,900",5,1999,참이슬길 13
1136,참이슬,124.9895,202102,"        26,500",11,1999,참이슬길 13
1137,참이슬,59.9838,202102,"        16,350",14,1999,참이슬길 13
1138,참이슬,124.9895,202102,"        25,500",11,1999,참이슬길 13
1139,참이슬,124.9895,202102,"        25,700",12,1999,참이슬길 13
489,참이슬,59.9838,202202,"        18,000",4,1999,참이슬길 13
490,참이슬,84.9249,202202,"        30,000",15,1999,참이슬길 13
491,참이슬,59.9838,202202,"        21,000",2,1999,참이슬길 13
940,청도,43.03,202002,"         5,300",2,1992,견산1길 3-5
874,청도,43.03,202102,"         5,400",2,1992,견산1길 3-5
362,청도,43.03,202202,"         7,000",4,1992,견산1길 3-5
363,청도,61.83,202202,"         7,400",6,1992,견산1길 3-5
933,청북풍림아이원,84.8157,202102,"        19,500",1,2013, 33
934,청북풍림아이원,84.7876,202102,"        22,000",8,2013, 33
935,청북풍림아이원,84.8157,202102,"        22,000",13,2013, 33
401,청실보성,84.753,202002,"        18,820",3,2000,세교2로 45
402,청실보성,134.671,202002,"        24,800",4,2000,세교2로 45
403,청실보성,84.753,202002,"        19,200",12,2000,세교2로 45
404,청실보성,134.671,202002,"        26,000",11,2000,세교2로 45
405,청실보성,84.753,202002,"        21,300",12,2000,세교2로 45
401,청실보성,84.753,202102,"        20,950",3,2000,세교2로 45
402,청실보성,84.753,202102,"        21,650",5,2000,세교2로 45
403,청실보성,84.753,202102,"        23,400",8,2000,세교2로 45
404,청실보성,84.753,202102,"        23,700",8,2000,세교2로 45
200,청실보성,84.753,202202,"        32,300",7,2000,세교2로 45
340,청천,39.11,202102,"         7,800",5,1997,서정로 219
341,청천,39.11,202102,"         7,900",11,1997,서정로 219
342,청천,39.11,202102,"         7,800",5,1997,서정로 219
173,청천,39.11,202202,"         9,200",9,1997,서정로 219
931,케이씨씨스위첸,114.7974,202002,"        29,500",11,2006,지산로 128
932,케이씨씨스위첸,84.3596,202002,"        23,800",8,2006,지산로 128
850,케이씨씨스위첸,84.3596,202102,"        26,000",6,2006,지산로 128
851,케이씨씨스위첸,84.3596,202102,"        27,500",10,2006,지산로 128
852,케이씨씨스위첸,84.3596,202102,"        26,800",14,2006,지산로 128
853,케이씨씨스위첸,84.3596,202102,"        23,800",1,2006,지산로 128
854,케이씨씨스위첸,84.3596,202103,"        27,000",15,2006,지산로 128
326,태산,59.91,202002,"        12,600",8,1994,매봉산1길 11
327,태산,59.91,202002,"        12,000",10,1994,매봉산1길 11
328,태산,59.91,202002,"        12,500",14,1994,매봉산1길 11
329,태산,59.91,202002,"        13,000",14,1994,매봉산1길 11
330,태산,59.91,202002,"        10,900",16,1994,매봉산1길 11
331,태산,59.91,202002,"        12,500",13,1994,매봉산1길 11
273,태산,59.91,202102,"        13,900",13,1994,매봉산1길 11
274,태산,59.91,202102,"        13,000",3,1994,매봉산1길 11
123,태산,59.91,202202,"        23,000",7,1994,매봉산1길 11
124,태산,59.91,202202,"        24,500",14,1994,매봉산1길 11
125,태산,59.91,202202,"        25,000",8,1994,매봉산1길 11
126,태산,59.91,202202,"        24,000",10,1994,매봉산1길 11
127,태산,59.91,202202,"        21,500",7,1994,매봉산1길 11
128,태산,59.91,202202,"        25,300",12,1994,매봉산1길 11
129,태산,59.91,202202,"        24,000",9,1994,매봉산1길 11
130,태산,59.91,202202,"        22,700",13,1994,매봉산1길 11
332,태산신그린,59.91,202002,"        13,300",16,1995,평택5로 134
333,태산신그린,59.91,202002,"        10,650",16,1995,평택5로 134
334,태산신그린,59.91,202002,"        11,000",1,1995,평택5로 134
335,태산신그린,59.91,202002,"        12,500",15,1995,평택5로 134
336,태산신그린,59.91,202002,"        12,600",13,1995,평택5로 134
275,태산신그린,59.91,202102,"        14,200",7,1995,평택5로 134
276,태산신그린,59.91,202102,"        14,950",15,1995,평택5로 134
131,태산신그린,59.91,202202,"        24,200",10,1995,평택5로 134
132,태산신그린,59.91,202202,"        22,000",15,1995,평택5로 134
406,태영청솔,59.915,202002,"        12,300",4,1996,세교공원로 65
407,태영청솔,59.915,202002,"        12,500",11,1996,세교공원로 65
408,태영청솔,59.915,202002,"        11,800",10,1996,세교공원로 65
409,태영청솔,59.915,202002,"        12,700",12,1996,세교공원로 65
410,태영청솔,59.915,202002,"        12,800",14,1996,세교공원로 65
411,태영청솔,59.915,202002,"        12,650",12,1996,세교공원로 65
412,태영청솔,59.915,202002,"        13,000",8,1996,세교공원로 65
413,태영청솔,59.915,202002,"        12,700",7,1996,세교공원로 65
414,태영청솔,59.915,202002,"        12,500",1,1996,세교공원로 65
415,태영청솔,59.915,202002,"        12,600",2,1996,세교공원로 65
416,태영청솔,59.915,202002,"        12,500",4,1996,세교공원로 65
417,태영청솔,59.915,202002,"        12,300",3,1996,세교공원로 65
418,태영청솔,59.915,202002,"        12,500",8,1996,세교공원로 65
405,태영청솔,59.915,202102,"        14,600",13,1996,세교공원로 65
406,태영청솔,59.915,202102,"        11,300",1,1996,세교공원로 65
407,태영청솔,59.915,202102,"        11,900",1,1996,세교공원로 65
408,태영청솔,59.915,202102,"        13,600",2,1996,세교공원로 65
409,태영청솔,59.915,202102,"        13,000",1,1996,세교공원로 65
410,태영청솔,59.915,202102,"        14,500",15,1996,세교공원로 65
411,태영청솔,59.915,202102,"        15,650",6,1996,세교공원로 65
412,태영청솔,59.915,202102,"        17,300",9,1996,세교공원로 65
413,태영청솔,59.915,202102,"        14,400",7,1996,세교공원로 65
414,태영청솔,59.915,202102,"        13,700",1,1996,세교공원로 65
415,태영청솔,59.915,202102,"        15,000",3,1996,세교공원로 65
201,태영청솔,59.915,202202,"        24,100",6,1996,세교공원로 65
202,태영청솔,59.915,202202,"        23,500",6,1996,세교공원로 65
203,태영청솔,59.915,202202,"        25,700",10,1996,세교공원로 65
204,태영청솔,59.915,202202,"        24,300",9,1996,세교공원로 65
205,태영청솔,59.915,202202,"        24,500",15,1996,세교공원로 65
206,태영청솔,59.915,202202,"        25,700",13,1996,세교공원로 65
207,태영청솔,59.915,202203,"        26,000",9,1996,세교공원로 65
208,태영청솔,59.915,202203,"        25,000",5,1996,세교공원로 65
23,태평,59.91,202002,"         8,500",17,1994,서동대로 2651
24,태평,59.91,202002,"        10,000",9,1994,서동대로 2651
25,태평,59.91,202002,"         8,500",15,1994,서동대로 2651
26,태평,59.91,202002,"         8,850",7,1994,서동대로 2651
27,태평,59.91,202002,"         8,500",3,1994,서동대로 2651
28,태평,59.91,202002,"         8,700",17,1994,서동대로 2651
29,태평,59.91,202002,"         8,300",3,1994,서동대로 2651
30,태평,59.91,202002,"         9,000",9,1994,서동대로 2651
31,태평,59.91,202002,"         8,800",7,1994,서동대로 2651
32,태평,59.91,202002,"        10,400",5,1994,서동대로 2651
33,태평,59.91,202002,"         9,500",12,1994,서동대로 2651
34,태평,69.84,202002,"        11,000",10,1994,서동대로 2651
35,태평,84.81,202002,"        12,900",14,1994,서동대로 2651
36,태평,59.91,202002,"        10,200",4,1994,서동대로 2651
37,태평,84.81,202002,"        12,700",5,1994,서동대로 2651
33,태평,59.91,202102,"        11,500",10,1994,서동대로 2651
34,태평,84.81,202102,"        14,000",3,1994,서동대로 2651
35,태평,59.91,202102,"        12,800",15,1994,서동대로 2651
36,태평,59.91,202102,"        11,500",3,1994,서동대로 2651
37,태평,84.81,202102,"        15,900",9,1994,서동대로 2651
38,태평,59.91,202102,"        10,800",2,1994,서동대로 2651
39,태평,59.91,202102,"        13,000",15,1994,서동대로 2651
40,태평,59.91,202102,"        11,500",14,1994,서동대로 2651
41,태평,59.91,202102,"        13,000",13,1994,서동대로 2651
42,태평,59.91,202102,"        12,900",15,1994,서동대로 2651
43,태평,84.81,202102,"        13,800",15,1994,서동대로 2651
44,태평,59.91,202102,"        11,800",6,1994,서동대로 2651
45,태평,59.91,202102,"        13,000",8,1994,서동대로 2651
46,태평,59.91,202102,"        11,500",8,1994,서동대로 2651
47,태평,59.91,202102,"        12,400",12,1994,서동대로 2651
48,태평,59.91,202102,"        12,000",15,1994,서동대로 2651
49,태평,59.91,202102,"        12,000",8,1994,서동대로 2651
50,태평,59.91,202102,"        10,500",1,1994,서동대로 2651
51,태평,59.91,202102,"        11,000",1,1994,서동대로 2651
52,태평,59.91,202103,"        13,800",8,1994,서동대로 2651
26,태평,59.91,202202,"        21,000",4,1994,서동대로 2651
27,태평,59.91,202202,"        23,000",8,1994,서동대로 2651
28,태평,59.91,202202,"        24,100",4,1994,서동대로 2651
29,태평,59.91,202202,"        23,500",10,1994,서동대로 2651
30,태평,59.91,202202,"        22,800",9,1994,서동대로 2651
31,태평,59.91,202203,"        23,600",2,1994,서동대로 2651
492,평일,49.05,202202,"         6,400",5,1983,평남로 623
277,평택,63.17,202102,"         8,800",2,1979,어인남로 54
375,평택the#,84.98,202002,"        27,000",4,2009,서정북로 99
376,평택the#,117.26,202002,"        32,500",8,2009,서정북로 99
377,평택the#,84.98,202002,"        24,000",13,2009,서정북로 99
378,평택the#,84.98,202002,"        27,200",2,2009,서정북로 99
343,평택the#,59.98,202102,"        26,500",6,2009,서정북로 99
344,평택the#,147.5,202102,"        42,800",9,2009,서정북로 99
345,평택the#,84.98,202102,"        31,700",9,2009,서정북로 99
346,평택the#,117.26,202102,"        33,750",7,2009,서정북로 99
347,평택the#,105.49,202102,"        34,000",13,2009,서정북로 99
348,평택the#,105.49,202102,"        34,000",9,2009,서정북로 99
349,평택the#,147.5,202102,"        42,800",12,2009,서정북로 99
350,평택the#,105.49,202102,"        33,800",4,2009,서정북로 99
174,평택the#,84.98,202202,"        38,400",1,2009,서정북로 99
175,평택the#,84.98,202202,"        38,000",2,2009,서정북로 99
53,평택군문1단지주공아파트,49.43,202002,"        11,500",2,1999,원평로25번길 63
54,평택군문1단지주공아파트,49.43,202002,"        11,800",14,1999,원평로25번길 63
55,평택군문1단지주공아파트,49.43,202002,"        11,700",4,1999,원평로25번길 63
56,평택군문1단지주공아파트,49.43,202002,"        11,900",7,1999,원평로25번길 63
57,평택군문1단지주공아파트,38.91,202002,"         8,700",4,1999,원평로25번길 63
58,평택군문1단지주공아파트,49.43,202002,"        11,900",14,1999,원평로25번길 63
59,평택군문1단지주공아파트,38.91,202002,"         9,400",4,1999,원평로25번길 63
60,평택군문1단지주공아파트,49.43,202002,"        10,000",1,1999,원평로25번길 63
61,평택군문1단지주공아파트,38.91,202002,"         8,400",1,1999,원평로25번길 63
76,평택군문1단지주공아파트,38.91,202102,"        11,800",6,1999,원평로25번길 63
77,평택군문1단지주공아파트,38.91,202102,"        11,700",11,1999,원평로25번길 63
38,평택군문1단지주공아파트,49.43,202202,"        18,900",2,1999,원평로25번길 63
39,평택군문1단지주공아파트,49.43,202202,"        22,200",15,1999,원평로25번길 63
40,평택군문1단지주공아파트,49.43,202202,"        21,500",8,1999,원평로25번길 63
41,평택군문1단지주공아파트,49.43,202202,"        20,200",2,1999,원평로25번길 63
42,평택군문1단지주공아파트,49.43,202202,"        21,300",9,1999,원평로25번길 63
43,평택군문1단지주공아파트,49.43,202202,"        21,000",5,1999,원평로25번길 63
44,평택군문1단지주공아파트,38.91,202203,"        16,500",5,1999,원평로25번길 63
45,평택군문1단지주공아파트,49.43,202203,"        19,800",2,1999,원평로25번길 63
46,평택군문1단지주공아파트,49.43,202203,"        20,500",15,1999,원평로25번길 63
216,평택뉴비전엘크루,74.834,202202,"        32,750",27,2021,소사7로 8
493,평택뉴비전엘크루,74.834,202202,"        31,380",18,2021,소사7로 8
1029,평택메트로하임,24.31,202002,"         7,000",7,2015,평택항로184번길 21-11
1030,평택메트로하임,24.31,202002,"         6,000",4,2015,평택항로184번길 21-11
1031,평택메트로하임,24.31,202002,"         4,500",12,2015,평택항로184번길 21-11
1032,평택메트로하임,24.31,202002,"         6,000",6,2015,평택항로184번길 21-11
1105,평택메트로하임,24.31,202102,"         3,600",11,2015,평택항로184번길 21-11
1106,평택메트로하임,30.59,202103,"         7,500",7,2015,평택항로184번길 21-11
479,평택메트로하임,30.59,202202,"         5,500",10,2015,평택항로184번길 21-11
480,평택메트로하임,23.69,202202,"         4,000",11,2015,평택항로184번길 21-11
481,평택메트로하임,23.69,202202,"         4,000",8,2015,평택항로184번길 21-11
999,평택브라운스톤험프리스,84.961,202002,"        25,400",7,2016,신흥북로49번길 27
1000,평택브라운스톤험프리스,84.961,202002,"        25,750",6,2016,신흥북로49번길 27
1001,평택브라운스톤험프리스,84.961,202002,"        26,000",7,2016,신흥북로49번길 27
1002,평택브라운스톤험프리스,84.961,202002,"        29,000",10,2016,신흥북로49번길 27
428,평택브라운스톤험프리스,84.9342,202202,"        27,000",8,2016,신흥북로49번길 27
429,평택브라운스톤험프리스,84.961,202202,"        28,000",2,2016,신흥북로49번길 27
603,평택비전레이크푸르지오,78.9995,202002,"        37,500",17,2019,용죽1로 13
604,평택비전레이크푸르지오,78.9995,202002,"        36,700",23,2019,용죽1로 13
605,평택비전레이크푸르지오,84.3221,202002,"        38,300",26,2019,용죽1로 13
606,평택비전레이크푸르지오,84.3221,202002,"        37,400",19,2019,용죽1로 13
607,평택비전레이크푸르지오,84.3221,202002,"        37,700",18,2019,용죽1로 13
608,평택비전레이크푸르지오,84.3221,202002,"        37,800",5,2019,용죽1로 13
609,평택비전레이크푸르지오,84.103,202002,"        46,000",14,2019,용죽1로 13
610,평택비전레이크푸르지오,84.3221,202002,"        37,500",11,2019,용죽1로 13
611,평택비전레이크푸르지오,84.3221,202002,"        37,500",16,2019,용죽1로 13
612,평택비전레이크푸르지오,84.3221,202002,"        38,000",13,2019,용죽1로 13
613,평택비전레이크푸르지오,78.9995,202002,"        35,800",11,2019,용죽1로 13
600,평택비전레이크푸르지오,84.3221,202102,"        57,000",18,2019,용죽1로 13
601,평택비전레이크푸르지오,84.3221,202102,"        56,000",27,2019,용죽1로 13
252,평택비전레이크푸르지오,84.103,202202,"        70,000",13,2019,용죽1로 13
614,평택비전센트럴푸르지오,84.7024,202002,"        36,000",10,2018,용죽2로 24
615,평택비전센트럴푸르지오,84.536,202002,"        37,000",19,2018,용죽2로 24
616,평택비전센트럴푸르지오,84.7024,202002,"        35,900",7,2018,용죽2로 24
617,평택비전센트럴푸르지오,84.7024,202002,"        35,500",16,2018,용죽2로 24
618,평택비전센트럴푸르지오,84.7024,202002,"        35,000",12,2018,용죽2로 24
619,평택비전센트럴푸르지오,96.8717,202002,"        39,000",10,2018,용죽2로 24
620,평택비전센트럴푸르지오,84.7024,202002,"        36,100",18,2018,용죽2로 24
621,평택비전센트럴푸르지오,84.536,202002,"        35,000",16,2018,용죽2로 24
622,평택비전센트럴푸르지오,84.7024,202002,"        36,400",12,2018,용죽2로 24
623,평택비전센트럴푸르지오,84.7024,202002,"        35,800",3,2018,용죽2로 24
624,평택비전센트럴푸르지오,84.536,202002,"        35,300",14,2018,용죽2로 24
625,평택비전센트럴푸르지오,84.7024,202002,"        37,000",5,2018,용죽2로 24
626,평택비전센트럴푸르지오,84.7024,202002,"        37,000",11,2018,용죽2로 24
627,평택비전센트럴푸르지오,84.7024,202002,"        37,500",20,2018,용죽2로 24
628,평택비전센트럴푸르지오,84.7024,202003,"        37,000",9,2018,용죽2로 24
602,평택비전센트럴푸르지오,84.536,202102,"        50,500",14,2018,용죽2로 24
603,평택비전센트럴푸르지오,84.536,202102,"        36,100",13,2018,용죽2로 24
604,평택비전센트럴푸르지오,84.7024,202102,"        50,000",19,2018,용죽2로 24
629,평택비전에듀포레푸르지오,73.8171,202002,"        31,500",14,2018,용죽2로 30
630,평택비전에듀포레푸르지오,73.4816,202002,"        32,700",23,2018,용죽2로 30
631,평택비전에듀포레푸르지오,97.9538,202002,"        42,000",13,2018,용죽2로 30
632,평택비전에듀포레푸르지오,73.4816,202002,"        31,000",19,2018,용죽2로 30
633,평택비전에듀포레푸르지오,84.9274,202002,"        36,000",5,2018,용죽2로 30
