,단지명,전용면적(㎡),계약년월,거래금액(만원),층,건축년도,도로명
203,비전경남아너스빌,121.541,202102,"        35,000",12,2009,평남로 671
204,비전경남아너스빌,59.871,202102,"        21,500",4,2009,평남로 671
205,비전경남아너스빌,84.986,202102,"        29,200",17,2009,평남로 671
206,비전경남아너스빌,84.71,202102,"        27,700",16,2009,평남로 672
207,비전경남아너스빌,84.995,202102,"        29,500",5,2009,평남로 672
208,비전경남아너스빌,121.541,202102,"        35,000",8,2009,평남로 671
209,비전경남아너스빌,84.986,202102,"        26,500",8,2009,평남로 671
210,비전경남아너스빌,59.871,202102,"        22,500",19,2009,평남로 671
211,비전경남아너스빌,122.374,202102,"        33,900",4,2009,평남로 671
212,비전경남아너스빌,84.71,202103,"        25,000",6,2009,평남로 671
97,비전경남아너스빌,59.871,202203,"        31,000",16,2009,평남로 672
98,비전경남아너스빌,59.767,202203,"        30,000",9,2009,평남로 671
258,비전롯데캐슬,84.993,202002,"        25,400",7,2011,평택5로 271
259,비전롯데캐슬,84.99,202002,"        27,900",12,2011,평택5로 271
260,비전롯데캐슬,84.992,202002,"        25,800",8,2011,평택5로 271
261,비전롯데캐슬,122.577,202002,"        32,800",5,2011,평택5로 271
262,비전롯데캐슬,122.577,202002,"        31,700",10,2011,평택5로 271
263,비전롯데캐슬,84.992,202002,"        27,700",10,2011,평택5로 271
213,비전롯데캐슬,122.577,202102,"        39,700",14,2011,평택5로 271
214,비전롯데캐슬,84.99,202102,"        27,800",4,2011,평택5로 271
215,비전롯데캐슬,84.992,202102,"        29,500",14,2011,평택5로 271
216,비전롯데캐슬,84.99,202102,"        26,800",2,2011,평택5로 271
217,비전롯데캐슬,84.992,202102,"        29,500",7,2011,평택5로 271
218,비전롯데캐슬,84.99,202102,"        29,300",13,2011,평택5로 271
219,비전롯데캐슬,84.992,202102,"        29,800",18,2011,평택5로 271
220,비전롯데캐슬,122.577,202102,"        42,000",15,2011,평택5로 271
221,비전롯데캐슬,84.99,202102,"        26,900",1,2011,평택5로 271
222,비전롯데캐슬,84.993,202102,"        30,900",8,2011,평택5로 271
223,비전롯데캐슬,84.992,202102,"        29,500",17,2011,평택5로 271
99,비전롯데캐슬,84.99,202202,"        42,000",16,2011,평택5로 271
100,비전롯데캐슬,59.995,202203,"        30,500",5,2011,평택5로 271
555,비전아이파크평택,84.94,202002,"        34,200",23,2018,용죽1로 65
556,비전아이파크평택,84.94,202002,"        33,500",24,2018,용죽1로 65
557,비전아이파크평택,84.99,202002,"        32,000",2,2018,용죽1로 65
558,비전아이파크평택,75.97,202002,"        30,800",7,2018,용죽1로 65
559,비전아이파크평택,84.99,202002,"        33,000",16,2018,용죽1로 65
560,비전아이파크평택,84.99,202002,"        34,800",22,2018,용죽1로 65
561,비전아이파크평택,75.97,202002,"        29,800",20,2018,용죽1로 65
562,비전아이파크평택,84.94,202002,"        32,900",17,2018,용죽1로 65
563,비전아이파크평택,75.97,202002,"        31,300",19,2018,용죽1로 65
564,비전아이파크평택,84.94,202002,"        31,300",2,2018,용죽1로 65
565,비전아이파크평택,84.99,202002,"        33,500",23,2018,용죽1로 65
566,비전아이파크평택,103.63,202002,"        42,800",26,2018,용죽1로 65
567,비전아이파크평택,84.94,202002,"        33,400",12,2018,용죽1로 65
568,비전아이파크평택,84.94,202002,"        32,500",13,2018,용죽1로 65
569,비전아이파크평택,75.97,202002,"        29,000",5,2018,용죽1로 65
570,비전아이파크평택,84.94,202002,"        32,800",7,2018,용죽1로 65
571,비전아이파크평택,103.63,202002,"        44,500",26,2018,용죽1로 65
572,비전아이파크평택,103.63,202002,"        43,900",16,2018,용죽1로 65
573,비전아이파크평택,103.63,202002,"        44,000",11,2018,용죽1로 65
574,비전아이파크평택,75.97,202002,"        30,950",9,2018,용죽1로 65
575,비전아이파크평택,103.63,202002,"        43,000",9,2018,용죽1로 65
576,비전아이파크평택,84.94,202002,"        34,800",25,2018,용죽1로 65
577,비전아이파크평택,84.94,202002,"        34,500",13,2018,용죽1로 65
578,비전아이파크평택,84.94,202002,"        32,500",6,2018,용죽1로 65
579,비전아이파크평택,84.94,202002,"        33,000",19,2018,용죽1로 65
592,비전아이파크평택,75.97,202102,"        37,800",20,2018,용죽1로 65
593,비전아이파크평택,84.94,202102,"        41,000",12,2018,용죽1로 65
594,비전아이파크평택,75.97,202102,"        37,500",20,2018,용죽1로 65
595,비전아이파크평택,75.97,202102,"        40,000",6,2018,용죽1로 65
264,비전현대,59.72,202002,"        12,800",3,1994,동부공원로 15
265,비전현대,59.72,202002,"        12,500",2,1994,동부공원로 15
224,비전현대,59.72,202102,"        16,500",16,1994,동부공원로 15
225,비전현대,59.72,202102,"        16,200",13,1994,동부공원로 15
226,비전현대,59.72,202102,"        14,500",1,1994,동부공원로 15
227,비전현대,59.72,202102,"        15,900",3,1994,동부공원로 15
228,비전현대,44.87,202102,"        13,500",16,1994,동부공원로 15
229,비전현대,59.72,202102,"        16,000",9,1994,동부공원로 15
230,비전현대,44.87,202102,"        12,800",2,1994,동부공원로 15
101,비전현대,59.72,202202,"        23,500",15,1994,동부공원로 15
102,비전현대,59.72,202202,"        21,900",7,1994,동부공원로 15
103,비전현대,59.72,202202,"        23,900",12,1994,동부공원로 15
104,비전현대,59.72,202202,"        26,100",10,1994,동부공원로 15
105,비전현대,59.72,202202,"        21,000",2,1994,동부공원로 15
977,삼성,76.26,202002,"        12,000",4,1993,평남로 281
1012,삼성,76.26,202102,"        15,000",7,1993,평남로 281
1013,삼성,76.26,202102,"        14,800",15,1993,평남로 281
1014,삼성,84.87,202102,"        17,000",3,1993,평남로 281
1015,삼성,84.87,202102,"        18,000",11,1993,평남로 281
1016,삼성,76.26,202102,"        16,750",16,1993,평남로 281
1017,삼성,76.26,202102,"        16,000",17,1993,평남로 281
1018,삼성,101.91,202102,"        22,500",3,1993,평남로 281
412,삼성,84.87,202202,"        19,000",8,1993,평남로 281
413,삼성,84.87,202202,"        30,000",14,1993,평남로 281
414,삼성,84.87,202202,"        23,000",14,1993,평남로 281
63,삼익,66.75,202002,"        13,000",3,1994,경기대로 1578
81,삼익,66.75,202102,"        12,900",7,1994,경기대로 1578
50,삼익,66.75,202202,"        16,000",11,1994,경기대로 1578
68,삼익사이버,59.99,202002,"        11,800",20,2000,동삭로 397
69,삼익사이버,119.16,202002,"        17,000",7,2000,동삭로 397
97,삼익사이버,59.99,202102,"        15,000",7,2000,동삭로 397
98,삼익사이버,59.99,202102,"        16,750",6,2000,동삭로 397
99,삼익사이버,84.92,202102,"        21,000",13,2000,동삭로 397
100,삼익사이버,84.92,202102,"        20,500",3,2000,동삭로 397
101,삼익사이버,84.92,202102,"        19,000",6,2000,동삭로 397
102,삼익사이버,59.99,202103,"        17,500",14,2000,동삭로 397
60,삼익사이버,59.99,202202,"        27,700",4,2000,동삭로 397
61,삼익사이버,84.92,202202,"        32,000",3,2000,동삭로 397
62,삼익사이버,59.99,202202,"        27,500",19,2000,동삭로 397
827,삼익아파트,66.57,202102,"        12,250",5,1992,지산천로 51
828,삼익아파트,66.57,202102,"        11,400",5,1992,지산천로 51
829,삼익아파트,51.24,202102,"         9,400",5,1992,지산천로 51
830,삼익아파트,47.36,202102,"         9,500",5,1992,지산2로 108
831,삼익아파트,47.36,202102,"         8,800",5,1992,지산2로 108
832,삼익아파트,47.36,202102,"         9,500",2,1992,지산2로 108
341,삼익아파트,51.24,202202,"        18,500",5,1992,지산천로 51
342,삼익아파트,66.57,202202,"        20,000",4,1992,지산천로 51
988,서경,59.76,202002,"         8,000",3,1988,안정로58번길 36
493,서광미소마을,84.93,202002,"        20,700",20,2005,안현로서7길 45
494,서광미소마을,84.93,202002,"        20,000",12,2005,안현로서7길 45
495,서광미소마을,84.567,202002,"        18,400",8,2005,안현로서7길 45
496,서광미소마을,84.567,202002,"        18,800",15,2005,안현로서7길 45
497,서광미소마을,84.567,202002,"        17,000",1,2005,안현로서7길 45
534,서광미소마을,84.93,202102,"        21,500",5,2005,안현로서7길 45
535,서광미소마을,84.93,202102,"        20,500",5,2005,안현로서7길 45
536,서광미소마을,84.93,202102,"        20,500",15,2005,안현로서7길 45
537,서광미소마을,84.93,202102,"        19,600",6,2005,안현로서7길 45
538,서광미소마을,84.93,202102,"        20,500",8,2005,안현로서7길 45
539,서광미소마을,84.93,202102,"        23,000",22,2005,안현로서7길 45
540,서광미소마을,84.567,202102,"        18,800",21,2005,안현로서7길 45
541,서광미소마을,84.567,202102,"        18,900",3,2005,안현로서7길 45
542,서광미소마을,84.567,202102,"        19,000",17,2005,안현로서7길 45
243,서광미소마을,84.93,202202,"        30,000",1,2005,안현로서7길 45
873,서원아파트,59.4,202102,"         7,500",4,1991,견산1길 3-4
936,서원양지마을,46.84,202002,"         5,000",5,1993,가곡5길 120-18
937,서원양지마을,57.06,202002,"         4,700",1,1993,가곡5길 120-18
861,서원양지마을,57.06,202102,"         7,500",2,1993,가곡5길 120-18
70,서재자이,59.52,202002,"        19,700",17,2014,서재로 36
71,서재자이,59.52,202002,"        19,850",7,2014,서재로 36
72,서재자이,59.52,202002,"        18,800",6,2014,서재로 36
73,서재자이,74.55,202002,"        22,500",10,2014,서재로 36
74,서재자이,74.55,202002,"        21,500",4,2014,서재로 36
75,서재자이,74.55,202002,"        22,500",4,2014,서재로 36
76,서재자이,74.53,202002,"        24,000",11,2014,서재로 36
77,서재자이,84.9,202002,"        24,500",14,2014,서재로 36
103,서재자이,84.95,202102,"        32,000",8,2014,서재로 36
104,서재자이,84.9,202102,"        34,000",3,2014,서재로 36
105,서재자이,74.55,202102,"        30,000",10,2014,서재로 36
106,서재자이,74.55,202102,"        28,000",15,2014,서재로 36
107,서재자이,84.9,202102,"        32,000",16,2014,서재로 36
108,서재자이,84.9,202102,"        35,000",8,2014,서재로 36
109,서재자이,84.9,202102,"        33,800",13,2014,서재로 36
110,서재자이,84.9,202102,"        36,000",17,2014,서재로 36
111,서재자이,74.55,202102,"        28,000",21,2014,서재로 36
112,서재자이,84.95,202102,"        36,000",6,2014,서재로 36
113,서재자이,59.52,202102,"        26,000",20,2014,서재로 36
114,서재자이,74.54,202102,"        31,000",3,2014,서재로 36
115,서재자이,84.9,202102,"        33,000",3,2014,서재로 36
116,서재자이,84.9,202102,"        33,000",12,2014,서재로 36
117,서재자이,59.53,202102,"        25,000",3,2014,서재로 36
118,서재자이,84.9,202102,"        32,800",2,2014,서재로 36
119,서재자이,59.53,202102,"        24,900",7,2014,서재로 36
63,서재자이,84.9,202202,"        44,000",14,2014,서재로 36
64,서재자이,84.95,202203,"        41,800",10,2014,서재로 36
274,서정라페온빌3차,18.95,202202,"        10,000",8,2018,정암로 21
313,서정메트로하임,30.11,202102,"         7,500",6,2016,탄현로 84
157,서정메트로하임,26.11,202202,"         7,500",7,2016,탄현로 84
366,서정벨루스하임,26.11,202002,"         7,100",17,2016,탄현로 88
367,서정벨루스하임,26.37,202002,"         7,400",6,2016,탄현로 88
314,서정벨루스하임,26.37,202102,"        11,100",9,2016,탄현로 88
677,서정스마트빌듀오1차,25.06,202102,"         7,000",3,2016,정암로 42
678,서정스마트빌듀오1차,25.06,202102,"         7,000",3,2016,정암로 42
679,서정스마트빌듀오1차,24.31,202102,"         6,500",7,2016,정암로 42
275,서정스마트빌듀오1차,25.06,202202,"         6,650",3,2016,정암로 42
732,서정스마트빌듀오2차,20.246,202002,"         6,150",14,2016,정암로 45
733,서정스마트빌듀오2차,20.246,202002,"         6,150",13,2016,정암로 45
680,서정스마트빌듀오2차,20.246,202102,"         5,900",5,2016,정암로 45
681,서정스마트빌듀오2차,20.246,202102,"         5,900",6,2016,정암로 45
682,서정스마트빌듀오2차,20.246,202102,"         6,000",13,2016,정암로 45
276,서정스마트빌듀오2차,20.246,202202,"         6,000",4,2016,정암로 45
277,서정스마트빌듀오2차,20.246,202202,"         5,900",7,2016,정암로 45
278,서정스마트빌듀오2차,20.246,202202,"         5,900",5,2016,정암로 45
279,서정스마트빌듀오2차,20.246,202202,"         6,000",14,2016,정암로 45
280,서정스마트빌듀오2차,20.246,202202,"         5,900",6,2016,정암로 45
368,서정스마트빌듀오3차,26.37,202002,"         6,500",4,2016,서정역로58번길 39
315,서정스마트빌듀오3차,26.37,202102,"        10,400",8,2016,서정역로58번길 39
316,서정스마트빌듀오3차,25.48,202102,"         7,000",10,2016,서정역로58번길 39
317,서정스마트빌듀오3차,25.48,202102,"         6,150",10,2016,서정역로58번길 39
318,서정스마트빌듀오3차,25.48,202102,"         6,500",11,2016,서정역로58번길 39
158,서정스마트빌듀오3차,25.48,202202,"         8,900",12,2016,서정역로58번길 39
159,서정스마트빌듀오3차,26.37,202202,"         6,000",8,2016,서정역로58번길 39
160,서정스마트빌듀오3차,26.37,202202,"         7,100",5,2016,서정역로58번길 39
161,서정스마트빌듀오3차,26.37,202202,"         7,000",5,2016,서정역로58번길 39
162,서정스마트빌듀오3차,33.24,202203,"         9,000",16,2016,서정역로58번길 39
369,서정역꿈의도시두드림주상복합,25.68,202002,"        12,000",12,2018,서정역로58번길 14
370,서정역꿈의도시두드림주상복합,47.02,202002,"        27,000",18,2018,서정역로58번길 14
163,서정역꿈의도시두드림주상복합,19.01,202202,"         9,000",16,2018,서정역로58번길 14
319,서정트인자리애1차,27.04,202102,"         8,300",9,2017,서정역로58번길 19
164,서정트인자리애1차,27.04,202202,"        11,100",4,2017,서정역로58번길 19
165,서정트인자리애1차,27.04,202202,"        10,000",12,2017,서정역로58번길 19
320,서정트인자리애2차,24.8,202102,"         7,700",12,2017,서정역로58번길 25
446,서평택삼익마에스트로,22.6,202202,"         4,500",7,2015,여술1길 96
432,성신,41.7,202202,"         6,500",2,1988,원평로75번길 15
498,성원,59.5159,202002,"        13,300",9,2002,현화중앙길 53
499,성원,59.5159,202002,"        13,900",13,2002,현화중앙길 53
500,성원,59.5159,202002,"        12,900",13,2002,현화중앙길 53
501,성원,59.5159,202002,"        14,000",8,2002,현화중앙길 53
502,성원,59.5159,202003,"        13,000",12,2002,현화중앙길 53
543,성원,59.5159,202102,"        12,500",1,2002,현화중앙길 53
544,성원,59.5159,202102,"        13,500",4,2002,현화중앙길 53
545,성원,59.5159,202102,"        14,000",7,2002,현화중앙길 53
546,성원,59.5159,202102,"        13,900",12,2002,현화중앙길 53
547,성원,59.5159,202102,"        14,000",15,2002,현화중앙길 53
548,성원,59.5159,202102,"        14,300",12,2002,현화중앙길 53
244,성원,59.5159,202202,"        21,300",8,2002,현화중앙길 53
245,성원,59.5159,202202,"        22,000",17,2002,현화중앙길 53
371,세경1,54.63,202002,"         7,500",2,1987,특구로27번길 16
372,세경1,54.63,202002,"         9,400",5,1987,특구로27번길 16
373,세경1,54.63,202002,"         9,100",2,1987,특구로27번길 16
321,세경1,54.63,202102,"        10,500",4,1987,특구로27번길 16
322,세경1,54.63,202102,"         8,000",5,1987,특구로27번길 16
323,세경1,54.63,202102,"        11,000",1,1987,특구로27번길 16
324,세경1,54.63,202102,"        11,000",2,1987,특구로27번길 16
325,세경1,54.63,202102,"        11,300",4,1987,특구로27번길 16
326,세경1,54.63,202102,"        12,400",3,1987,특구로27번길 16
166,세경1,54.63,202202,"        22,000",1,1987,특구로27번길 16
167,세경1,54.63,202202,"        22,000",3,1987,특구로27번길 16
327,세경2,54.63,202102,"        10,800",1,1988,특구로27번길 16
328,세경2,54.63,202102,"        11,500",3,1988,특구로27번길 16
329,세경2,54.63,202102,"        11,000",5,1988,특구로27번길 16
803,소사벌더샵마스터뷰,89.7251,202002,"        31,200",1,2018,죽백4로 16
804,소사벌더샵마스터뷰,99.6137,202002,"        43,700",23,2018,죽백4로 16
805,소사벌더샵마스터뷰,99.3385,202002,"        40,800",12,2018,죽백4로 16
806,소사벌더샵마스터뷰,99.3385,202002,"        41,000",23,2018,죽백4로 16
807,소사벌더샵마스터뷰,89.8327,202002,"        37,000",13,2018,죽백4로 16
808,소사벌더샵마스터뷰,89.8327,202002,"        36,500",9,2018,죽백4로 16
809,소사벌더샵마스터뷰,89.7251,202002,"        32,900",4,2018,죽백4로 16
810,소사벌더샵마스터뷰,99.6137,202002,"        44,000",16,2018,죽백4로 16
811,소사벌더샵마스터뷰,89.8327,202002,"        37,000",14,2018,죽백4로 16
812,소사벌더샵마스터뷰,89.8327,202002,"        37,000",24,2018,죽백4로 16
813,소사벌더샵마스터뷰,89.7251,202002,"        36,000",14,2018,죽백4로 16
814,소사벌더샵마스터뷰,89.8327,202002,"        40,000",11,2018,죽백4로 16
815,소사벌더샵마스터뷰,89.8327,202002,"        37,000",9,2018,죽백4로 16
793,소사벌더샵마스터뷰,89.8327,202102,"        38,800",1,2018,죽백4로 16
794,소사벌더샵마스터뷰,89.8327,202102,"        48,000",6,2018,죽백4로 16
795,소사벌더샵마스터뷰,89.7251,202102,"        49,300",19,2018,죽백4로 16
796,소사벌더샵마스터뷰,99.3385,202102,"        60,000",7,2018,죽백4로 16
797,소사벌더샵마스터뷰,99.3385,202102,"        53,500",25,2018,죽백4로 16
266,소사벌리더스하임,84.97,202002,"        26,500",14,2014,비전3로 59
267,소사벌리더스하임,84.97,202002,"        26,700",13,2014,비전3로 59
268,소사벌리더스하임,84.97,202002,"        27,000",17,2014,비전3로 59
269,소사벌리더스하임,84.86,202002,"        27,000",14,2014,비전3로 59
270,소사벌리더스하임,84.86,202002,"        27,800",17,2014,비전3로 59
271,소사벌리더스하임,84.97,202002,"        27,900",13,2014,비전3로 59
272,소사벌리더스하임,84.86,202002,"        26,300",10,2014,비전3로 59
273,소사벌리더스하임,84.86,202002,"        25,700",19,2014,비전3로 59
274,소사벌리더스하임,84.86,202002,"        25,700",4,2014,비전3로 59
275,소사벌리더스하임,84.97,202002,"        27,500",18,2014,비전3로 59
276,소사벌리더스하임,74.98,202002,"        24,950",24,2014,비전3로 59
277,소사벌리더스하임,74.98,202002,"        25,000",10,2014,비전3로 59
278,소사벌리더스하임,84.97,202002,"        30,000",3,2014,비전3로 59
279,소사벌리더스하임,84.97,202002,"        27,700",14,2014,비전3로 59
280,소사벌리더스하임,84.97,202002,"        25,800",3,2014,비전3로 59
231,소사벌리더스하임,74.98,202102,"        35,300",19,2014,비전3로 59
232,소사벌리더스하임,84.97,202102,"        35,000",12,2014,비전3로 59
106,소사벌리더스하임,84.97,202202,"        38,000",6,2014,비전3로 59
281,소사벌효성백년가약,84.9803,202002,"        29,000",11,2012,평남로 865
282,소사벌효성백년가약,84.9861,202002,"        28,700",11,2012,평남로 865
283,소사벌효성백년가약,84.9803,202002,"        26,600",1,2012,평남로 865
284,소사벌효성백년가약,84.9803,202002,"        27,800",4,2012,평남로 865
285,소사벌효성백년가약,84.9833,202002,"        26,000",7,2012,평남로 865
286,소사벌효성백년가약,84.9803,202002,"        27,000",1,2012,평남로 865
287,소사벌효성백년가약,84.9833,202002,"        24,500",3,2012,평남로 865
288,소사벌효성백년가약,84.9833,202002,"        26,200",6,2012,평남로 865
289,소사벌효성백년가약,84.9833,202002,"        26,800",4,2012,평남로 865
290,소사벌효성백년가약,84.9803,202002,"        28,800",12,2012,평남로 865
291,소사벌효성백년가약,84.9833,202002,"        27,000",11,2012,평남로 865
292,소사벌효성백년가약,84.9803,202002,"        27,800",11,2012,평남로 865
293,소사벌효성백년가약,84.9803,202002,"        26,000",2,2012,평남로 865
294,소사벌효성백년가약,84.9833,202002,"        27,000",14,2012,평남로 865
233,소사벌효성백년가약,84.9861,202102,"        35,000",10,2012,평남로 865
234,소사벌효성백년가약,84.9803,202102,"        31,500",1,2012,평남로 865
235,소사벌효성백년가약,84.9861,202102,"        38,000",13,2012,평남로 865
236,소사벌효성백년가약,84.9803,202102,"        36,500",4,2012,평남로 865
237,소사벌효성백년가약,84.9861,202102,"        39,000",10,2012,평남로 865
238,소사벌효성백년가약,84.9833,202102,"        34,865",4,2012,평남로 865
239,소사벌효성백년가약,84.9803,202102,"        36,700",8,2012,평남로 865
240,소사벌효성백년가약,84.9833,202102,"        33,000",13,2012,평남로 865
107,소사벌효성백년가약,84.9861,202202,"        43,000",4,2012,평남로 865
241,솔매마을한일유앤아이,84.984,202102,"        20,000",9,2007,평남로 674
242,솔매마을한일유앤아이,84.984,202102,"        20,000",9,2007,평남로 674
243,솔매마을한일유앤아이,59.773,202102,"        17,000",5,2007,평남로 674
470,송담지엔하임1차,74.8585,202002,"        26,800",26,2018,송담1로 85
471,송담지엔하임1차,59.7031,202002,"        22,500",11,2018,송담1로 85
471,송담지엔하임1차,84.9059,202102,"        34,900",22,2018,송담1로 85
472,송담지엔하임1차,59.7031,202102,"        21,000",2,2018,송담1로 85
473,송담지엔하임1차,74.8585,202102,"        29,800",9,2018,송담1로 85
474,송담지엔하임1차,74.8585,202102,"        26,900",27,2018,송담1로 85
475,송담지엔하임1차,74.8252,202102,"        29,500",16,2018,송담1로 85
476,송담지엔하임1차,74.8252,202102,"        29,500",16,2018,송담1로 85
477,송담지엔하임1차,84.9059,202102,"        29,800",1,2018,송담1로 85
478,송담지엔하임1차,74.8585,202102,"        34,000",20,2018,송담1로 85
479,송담지엔하임1차,84.9059,202102,"        33,000",5,2018,송담1로 85
480,송담지엔하임2차,59.7031,202102,"        30,000",20,2018,송담1로 55
481,송담지엔하임2차,74.8585,202102,"        30,000",20,2018,송담1로 55
482,송담지엔하임2차,59.7031,202102,"        23,500",23,2018,송담1로 55
483,송담지엔하임2차,59.7031,202102,"        23,800",25,2018,송담1로 55
484,송담지엔하임2차,74.8585,202102,"        30,450",27,2018,송담1로 55
485,송담지엔하임2차,74.8585,202102,"        35,000",20,2018,송담1로 55
465,송탄역서희스타힐스,84.6217,202002,"        28,700",1,2019,목천로 65-15
466,송탄역서희스타힐스,84.6217,202002,"        32,000",12,2019,목천로 65-15
226,송탄역서희스타힐스,66.9786,202202,"        32,000",9,2019,목천로 65-15
227,송탄역서희스타힐스,84.6217,202202,"        34,500",13,2019,목천로 65-15
228,송탄역서희스타힐스,66.9786,202202,"        32,000",7,2019,목천로 65-15
229,송탄역서희스타힐스,84.8951,202202,"        35,800",10,2019,목천로 65-15
230,송탄역서희스타힐스,84.8951,202202,"        31,000",2,2019,목천로 65-15
989,송화지구우미이노스빌,80.9879,202002,"        13,500",2,2005,팽성송화로 154
990,송화지구우미이노스빌,80.9879,202002,"        15,200",10,2005,팽성송화로 154
991,송화지구우미이노스빌,84.5344,202002,"        16,000",7,2005,팽성송화로 154
992,송화지구우미이노스빌,84.5344,202002,"        15,500",4,2005,팽성송화로 154
1026,송화지구우미이노스빌,80.9879,202102,"        17,000",12,2005,팽성송화로 154
1027,송화지구우미이노스빌,80.9879,202102,"        17,900",5,2005,팽성송화로 154
1028,송화지구우미이노스빌,80.9879,202102,"        16,800",12,2005,팽성송화로 154
1029,송화지구우미이노스빌,84.5344,202102,"        17,000",8,2005,팽성송화로 154
1030,송화지구우미이노스빌,84.5344,202102,"        18,300",9,2005,팽성송화로 154
421,송화지구우미이노스빌,84.5344,202202,"        22,400",12,2005,팽성송화로 154
422,송화지구우미이노스빌,80.9879,202202,"        21,500",6,2005,팽성송화로 154
423,송화지구우미이노스빌,80.9879,202202,"        22,000",5,2005,팽성송화로 154
424,송화지구우미이노스빌,84.5344,202202,"        22,800",4,2005,팽성송화로 154
425,송화지구우미이노스빌,84.5344,202202,"        22,000",6,2005,팽성송화로 154
467,스마트빌듀오1차,23.63,202202,"         3,800",7,2014,평택항로184번길 7
468,스마트빌듀오1차,22.68,202202,"         3,550",11,2014,평택항로184번길 7
469,스마트빌듀오1차,23.63,202202,"         3,800",12,2014,평택항로184번길 7
470,스마트빌듀오1차,23.63,202202,"         3,800",12,2014,평택항로184번길 7
1080,스마트빌듀오2차,23.63,202102,"         4,700",6,2014,여술로 7
1081,스마트빌듀오2차,23.63,202102,"         4,500",6,2014,여술로 7
1082,스마트빌듀오2차,28.52,202102,"         6,000",14,2014,여술로 7
447,스마트빌듀오2차,22.68,202202,"         4,250",15,2014,여술로 7
448,스마트빌듀오2차,23.63,202202,"         4,500",6,2014,여술로 7
449,스마트빌듀오2차,23.63,202202,"         4,500",11,2014,여술로 7
1027,스마트빌듀오3차,24.31,202002,"         6,500",5,2014,평택항로184번길 3-33
1028,스마트빌듀오3차,23.69,202002,"         6,500",12,2014,평택항로184번길 3-33
1104,스마트빌듀오3차,24.31,202102,"         3,500",8,2014,평택항로184번길 3-33
471,스마트빌듀오3차,24.31,202202,"         3,800",7,2014,평택항로184번길 3-33
472,스마트빌듀오3차,24.31,202202,"         3,800",8,2014,평택항로184번길 3-33
473,스마트빌듀오3차,23.69,202202,"         3,750",7,2014,평택항로184번길 3-33
474,스마트빌듀오3차,30.59,202202,"         5,300",9,2014,평택항로184번길 3-33
475,스마트빌듀오3차,30.59,202202,"         5,200",10,2014,평택항로184번길 3-33
476,스마트빌듀오3차,30.59,202202,"         5,300",10,2014,평택항로184번길 3-33
477,스마트빌듀오3차,24.31,202202,"         3,650",6,2014,평택항로184번길 3-33
478,스마트빌듀오3차,30.59,202202,"         5,500",8,2014,평택항로184번길 3-33
295,시대코아,111.18,202002,"        21,900",14,1995,동부공원로 47
244,시대코아,111.18,202102,"        22,000",8,1995,동부공원로 47
245,시대코아,138.53,202102,"        26,300",9,1995,동부공원로 47
246,시대코아,111.18,202102,"        22,600",11,1995,동부공원로 47
108,시대코아,111.18,202202,"        30,000",6,1995,동부공원로 47
296,시대한우리,49.585,202002,"        11,000",13,1995,문화촌로 33
297,시대한우리,49.855,202002,"         7,700",4,1995,문화촌로 33
298,시대한우리,49.855,202002,"         7,000",2,1995,문화촌로 33
299,시대한우리,35.743,202002,"         7,800",7,1995,문화촌로 33
300,시대한우리,49.585,202002,"        10,800",12,1995,문화촌로 33
301,시대한우리,49.855,202002,"         7,600",12,1995,문화촌로 33
247,시대한우리,35.743,202102,"         8,750",7,1995,문화촌로 33
248,시대한우리,35.743,202102,"         9,500",15,1995,문화촌로 33
249,시대한우리,35.743,202102,"         8,800",15,1995,문화촌로 33
250,시대한우리,35.743,202102,"         8,700",4,1995,문화촌로 33
251,시대한우리,49.585,202102,"        10,500",12,1995,문화촌로 33
252,시대한우리,49.855,202102,"         8,900",14,1995,문화촌로 33
109,시대한우리,49.585,202202,"        11,000",11,1995,문화촌로 33
110,시대한우리,49.585,202202,"        11,000",11,1995,문화촌로 33
111,시대한우리,35.743,202202,"        12,800",14,1995,문화촌로 33
112,시대한우리,49.855,202202,"        13,500",5,1995,문화촌로 33
253,신명나리,59.97,202102,"        13,800",6,1995,동부공원로 40
254,신명나리,59.97,202102,"        14,000",7,1995,동부공원로 40
255,신명나리,59.97,202102,"        13,900",8,1995,동부공원로 40
256,신명나리,59.97,202102,"        14,100",15,1995,동부공원로 40
257,신명나리,59.97,202102,"        16,000",15,1995,동부공원로 40
113,신명나리,59.97,202202,"        20,800",5,1995,동부공원로 40
114,신명나리,59.97,202202,"        22,000",10,1995,동부공원로 40
115,신명나리,59.97,202202,"        20,800",5,1995,동부공원로 40
116,신명나리,59.97,202202,"        20,800",14,1995,동부공원로 40
978,신명보람,59.97,202002,"        10,900",15,1995,평택1로 109
1019,신명보람,59.97,202102,"        12,500",5,1995,평택1로 109
415,신명보람,59.97,202202,"        21,000",10,1995,평택1로 109
231,신미,37.8,202202,"         5,100",5,1988,송월로15번길 30
302,신세계타운,84.84,202002,"        15,700",6,2001,평택4로 123
258,신세계타운,84.84,202102,"        15,500",2,2001,평택4로 123
259,신세계타운,84.84,202102,"        16,500",10,2001,평택4로 123
260,신세계타운,84.84,202102,"        15,500",15,2001,평택4로 123
261,신세계타운,84.84,202103,"        16,900",9,2001,평택4로 123
117,신세계타운,84.84,202202,"        23,600",15,2001,평택4로 123
580,신영평택비전지웰푸르지오,84.8005,202002,"        42,000",13,2019,용죽1로 33
