행정구역별,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,cluster
종로구,81.4,81.4,81.3,81.3,81.2,81.0,80.8,80.6,80.6,80.8,80.8,80.9,80.9,81.0,81.0,80.9,80.9,80.8,80.8,80.8,81.0,81.1,81.1,81.0,81.1,81.1,81.3,81.7,81.9,82.1,82.3,82.4,82.6,82.7,82.9,83.0,83.1,83.1,83.1,83.1,83.3,83.4,83.6,83.9,84.1,84.4,84.7,84.9,85.0,85.0,85.3,85.5,85.7,86.1,86.6,87.2,87.3,87.5,87.9,88.1,88.8,89.6,90.2,90.9,91.4,91.9,92.5,93.3,94.2,95.0,95.3,95.4,95.3,95.3,95.3,95.2,95.2,95.2,95.1,95.2,95.4,95.7,95.9,96.5,97.1,97.2,97.3,97.3,97.2,97.3,98.0,98.4,98.7,98.7,98.8,99.0,99.2,99.5,99.6,99.8,99.8,100,100.4,101.2,101.8,102.8,103.5,103.7,103.6,103.4,2
용산구,83.3,83.1,82.8,81.7,81.4,81.2,80.9,80.4,80.1,79.8,79.7,79.5,79.1,78.8,78.6,78.5,78.3,78.3,78.2,78.1,78.1,78.3,78.4,78.3,78.3,78.4,78.6,78.7,78.9,79.0,79.2,79.3,79.5,79.7,80.0,80.1,80.1,80.1,80.2,80.3,80.4,80.6,80.9,81.1,81.3,81.7,82.1,82.3,82.4,82.5,82.7,83.0,83.3,83.9,84.4,85.0,85.0,85.2,85.4,85.5,86.7,89.2,90.5,90.9,91.3,91.5,92.1,93.7,95.0,95.3,95.2,95.0,94.5,94.3,93.9,93.6,93.5,93.4,93.4,93.6,93.8,94.2,94.8,95.5,95.8,95.9,96.0,96.0,95.8,95.9,96.6,97.1,97.4,97.5,97.6,97.8,98.2,98.7,99.0,99.2,99.5,100,100.6,101.6,102.6,103.9,105.0,105.5,105.6,105.6,2
중랑구,83.8,83.2,83.0,82.9,83.4,83.3,83.0,82.9,83.1,83.5,83.6,83.3,83.4,83.4,83.6,83.9,83.7,83.6,83.4,83.3,83.4,83.5,83.5,83.6,83.6,83.7,83.9,84.0,84.2,84.4,84.8,85.1,85.5,86.2,87.0,87.5,87.6,87.7,87.7,87.8,87.8,87.9,87.9,88.0,88.1,88.3,88.6,88.7,88.7,88.7,88.7,88.8,89.1,89.4,89.7,89.9,89.9,90.0,90.2,90.3,90.5,90.7,91.0,91.2,91.5,91.9,92.3,92.7,93.6,94.1,94.3,94.3,94.1,94.0,93.8,93.7,93.6,93.5,93.5,93.5,93.6,93.9,94.3,94.5,94.7,94.9,95.1,95.2,95.2,95.2,96.1,96.7,97.2,97.4,97.6,97.8,98.2,98.6,98.9,99.3,99.5,100,100.8,101.8,102.6,103.0,103.4,103.6,103.6,103.6,2
