행정구역별,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01
대구광역시,65.14923539,65.61889373,66.08263492,66.24715588,66.41775527,67.16066014,67.84758002,68.61705452,69.68036333,70.24509416,70.68070466,71.34848452,72.16444368,73.20598653,74.31139808,74.9551085,75.45425325,75.94933438,76.3132805,76.50350783,76.71968306,76.998038,77.39661602,77.81151574,78.40718518,78.9787208,79.42290011,79.85742918,80.3498515,81.24304334,82.0211757,82.93674147,83.48949215,84.11488445,84.98696575,85.65410381,86.09698521,86.08904017,85.90083058,85.65816352,85.34088935,85.01307224,84.8023542,84.43408662,84.21119516,83.91853803,83.71748516,83.61150087,83.53643007,83.40254327,83.29400498,83.15610438,83.05410953,82.92653706,82.73091205,82.65710011,82.66612065,83.05506273,83.34758574,83.54977418,83.73719119,83.87646214,84.08186198,84.21440843,84.35164184,84.63530122,84.84553655,84.93265813,85.03317806,85.18563281,85.44066977,85.90180667,86.27850309,86.52153276,86.55146903,86.54271083,86.50822656,86.41317569,86.35539172,86.24001181,86.11022333,85.99035717,85.95929398,86.05677667,86.209185,86.43999607,86.82760351,87.07022818,87.09278038,86.93644374,86.89121694,87.08620853,87.31547133,87.79979019,88.58523828,89.41384249,90.6373576,92.55709342,93.95331071,95.58681928,96.97815159,97.9948316,98.95181018,100,100.3894873,100.6594519,100.7653727,100.8086759,100.737514,100.5673538,100.2289952,99.81441491,99.13251332
중구,64.53240945,65.28144307,65.6386484,65.72884858,65.83724931,66.29393374,66.47763163,66.50034239,66.69345522,67.00056158,67.18180287,67.51762916,67.66415181,67.90112863,68.17304512,68.43819496,68.63376186,68.75522784,68.83565964,68.89849785,68.99254756,69.07573963,69.1845229,69.3377191,69.47974104,69.9441201,70.38467898,70.76518748,70.99434547,71.42444846,71.7520786,72.88513551,73.55727316,74.25356119,74.58983145,75.12154058,75.41916504,75.44008288,75.32887875,75.22592707,75.05579463,74.80872233,74.59573293,74.52040583,74.49156071,74.45164112,74.39399633,74.31223259,74.28025758,74.26203132,74.14826708,74.11679524,74.06027732,74.02684122,73.9814769,73.95348738,74.02660046,74.61563992,74.87844143,75.28033785,75.56320839,75.93417187,76.17697907,76.42093068,76.87245988,77.39319001,77.78407928,78.07980833,78.78081546,79.03794506,79.51223267,80.11699851,81.19599811,81.97987839,82.50615424,82.83823735,83.06331527,83.3704086,83.73177448,83.92464017,84.1366018,84.25158625,84.34214323,84.54034429,84.90764922,85.34483351,86.00950637,86.47744423,86.74806822,86.61900239,86.53947372,86.76058603,87.01039425,87.4654982,87.83964391,88.67468679,90.01395608,91.92203531,93.1422647,94.9331124,96.54740998,97.67957146,98.86866456,100,100.1913312,100.2752553,100.3108822,100.3079296,100.1730885,99.90064646,99.6438558,99.2863621,98.60150338
동구,68.89626987,69.2894863,69.4848756,69.4848756,69.71401251,71.47130701,72.20795864,73.0650595,73.60935635,74.0002209,74.34540268,74.84936298,75.31104363,76.30841024,77.59303583,78.2585456,78.81257658,79.250456,79.73205419,80.04913514,80.4385027,80.82666272,81.62015846,82.11210273,82.76438754,83.49724741,84.03615689,84.62791986,85.17291444,85.99457994,86.81020844,87.58231558,88.07008966,88.69964828,89.62686096,90.3719486,90.80984754,90.82859749,90.77000628,90.6361198,90.30215828,90.1347718,89.90669387,89.51364953,89.30429844,88.88395362,88.7118611,88.68160006,88.69564811,88.61658092,88.52196515,88.36680214,88.22453124,88.10540796,87.91065181,87.84186187,87.92499506,88.2456114,88.58155148,88.74082431,88.95333798,89.18490877,89.31828164,89.33324621,89.34067665,89.39088132,89.34597242,89.38935858,89.35565699,89.38918371,89.59785386,89.95977501,89.9589137,89.98571303,89.88171704,89.7626211,89.62209737,89.44966067,89.28901429,89.26562089,89.39862787,89.5459016,89.59855845,89.76085775,89.90220817,90.04077574,90.35890194,90.64627558,90.6740192,90.54271839,90.53693364,90.68146398,90.87951678,91.16814566,91.51246081,91.81761454,92.23058506,92.82468888,94.4481613,96.37574009,97.6662471,98.33722018,99.12986168,100,100.2654014,100.4567808,100.512297,100.4799853,100.3301947,100.0562455,99.59821307,99.08491896,98.23658212
서구,66.77135138,67.68652577,68.27469642,68.41211836,68.51635172,68.91125002,69.346496,69.73482105,69.95420055,70.06097316,70.23010761,70.79084046,71.15666066,71.46722778,71.73252815,72.23567919,73.03845332,73.67444626,74.08128974,74.34321804,74.51245545,74.70130867,75.03242378,75.18984211,75.48638642,76.13709599,76.56018098,76.94685616,77.37063358,78.08000808,78.63650613,79.47291686,80.06431902,80.69900492,81.08866846,81.26044416,81.40109593,81.45040076,81.45021146,81.33383249,81.20090067,80.98813397,80.90674084,80.81971895,80.75086195,80.69219127,80.65582868,80.65135439,80.64148175,80.5436485,80.49530074,80.44102254,80.34628954,80.23748219,80.14938661,80.00258821,80.00826716,80.24217547,80.42245255,80.5519805,80.6751628,80.75389151,80.84311568,80.9163364,81.40831,81.56099115,81.56463114,81.68756827,81.73761294,81.81150705,81.9708568,82.3031622,82.55922537,82.87397994,83.12099124,83.52503096,83.72248032,84.02939467,84.30723819,84.6584312,84.92076765,85.22113408,85.25531924,85.3311433,85.45211495,85.82253403,86.43726312,87.09523768,87.56523751,87.4188038,87.39847042,87.70037201,87.98787329,88.35209721,89.63293357,90.4480914,91.88985222,93.42320004,95.25169191,96.66661155,97.79679386,98.66765079,99.42681314,100,100.3067943,100.4197654,100.4374932,100.4590867,100.3564615,100.1776713,99.96030436,99.7294604,99.17482636
남구,63.09555405,63.72749672,65.05095,65.19588996,65.36204012,65.80950956,66.72812268,67.26742163,67.93999981,68.45606228,68.63356665,69.19283573,70.11387738,71.81163847,72.82142665,73.68656228,74.3133722,74.68360367,74.99047588,75.28686344,75.61336802,75.88052066,76.18846524,76.61809559,77.30451369,77.91650406,78.64678043,79.43896619,80.1515011,80.90983495,81.75836819,83.23863099,83.72555668,84.57618167,86.07902811,87.4431072,88.3604096,88.53920142,88.36365546,88.065691,87.52029771,87.05263857,86.65794771,86.02176246,85.61568277,85.1961683,85.05687631,85.01506509,84.89797924,84.725519,84.54815145,84.4490391,84.36550039,84.28286373,84.10496025,84.10237401,84.16775099,84.34270547,84.56198464,84.78107095,85.06314578,85.25137074,85.45242939,85.76642068,86.0632614,86.2247467,86.48387536,86.54428161,86.73266283,86.90192896,86.91041054,87.06700335,87.08234548,87.28367435,87.48868002,87.64861957,87.87060548,88.13534251,88.20469662,88.5168513,88.7103041,89.12328988,89.40186141,89.92611049,90.41004305,90.83519315,91.02797504,91.2532288,91.24392337,91.22866847,91.25642803,91.33810074,91.55189363,91.82999902,92.19408307,92.70435413,93.49110879,94.90496173,95.46350128,96.52012139,97.47664159,98.41286321,99.08689825,100,100.3147343,100.5265847,100.58175,100.6318647,100.5768741,100.5124714,100.3297689,100.1177796,99.82671647
북구,70.64030609,71.12655439,71.66856153,71.97439027,72.34798362,73.21765389,74.1176204,75.10116881,77.1529265,78.28800209,79.29020098,80.19330567,81.42935872,82.78405475,84.10046516,84.6356305,85.0022245,85.36147334,85.50101317,85.68272686,85.64172022,85.68778955,85.8915772,86.15307921,86.77160402,87.36041645,87.88340725,88.5449005,89.15464583,90.37949851,91.22679335,92.43840091,93.15021275,94.11193041,95.2361636,95.96573883,96.52396618,96.73578138,96.65928982,96.4982217,96.10100624,95.75201386,95.43525156,94.89547455,94.48630589,94.17273555,93.84300079,93.62049678,93.48779826,93.37929549,93.26957769,93.1019609,93.02706435,92.91884849,92.49714814,92.35268532,92.25595222,92.38597462,92.45815608,92.53276021,92.65704535,92.84298654,92.85819355,92.67955207,92.43154059,92.67616735,92.87922687,92.8467546,92.95728108,93.01677929,93.3099335,93.78068455,94.11073929,94.10545355,94.03659233,94.01641624,93.97309419,93.88632655,93.78181022,93.48089851,93.28703608,93.13210329,93.0544844,93.03605353,93.04817052,93.22197008,93.35080326,93.31422562,93.25651071,93.04118359,92.95473602,92.97668812,92.97928276,93.03879826,93.09286939,93.26812787,93.52252465,94.51500441,95.15386468,96.40629623,97.45716704,98.42438118,99.18450914,100,100.2961421,100.5105011,100.5701749,100.5723629,100.5153069,100.3598158,100.2124456,100.0393162,99.71682113
수성구,52.12206901,52.28327288,52.53466206,52.55617904,52.62809093,53.17511028,53.60892053,54.20350886,54.71026636,55.0701038,55.3732684,55.79100449,56.28237915,57.1925695,57.98564664,58.69498032,59.04345702,59.42454776,59.70676063,59.78745841,60.03223373,60.56149174,61.14797562,61.91506864,62.94104684,63.95605363,64.46614272,64.98186441,65.65485986,66.89203707,67.94542185,68.84753595,69.42814334,69.95845688,70.58469886,70.91122053,71.20690137,71.05433315,70.82125484,70.56303077,70.399282,70.14603517,70.00206219,69.54687542,69.42395914,69.30748673,69.21643616,69.21723233,69.19413477,69.14761462,69.07741135,69.01444074,68.97009131,68.87978804,68.77867874,68.77849134,68.83161131,69.90802475,70.60813647,70.96732925,71.28819755,71.34092394,71.89073604,72.30306233,72.79215826,73.45449205,74.08307646,74.37252165,74.67406904,75.00170231,75.55946361,76.53028776,77.32104301,77.96534445,78.17249886,78.24632491,78.25090107,78.0147466,77.98067253,77.80815418,77.65607416,77.45127042,77.41658619,77.5675937,77.68744271,77.9562253,78.39099541,78.56737833,78.53570614,78.39300206,78.42413641,78.73056987,79.12375337,80.34787595,82.21830347,84.14482634,86.9155671,89.81243188,92.06420499,94.35396105,96.07180296,97.1916938,98.56059774,100,100.5938778,101.0785749,101.2949264,101.4572105,101.453259,101.4046324,101.1184054,100.7614832,100.2310809
달서구,65.19942124,65.77827561,66.36527225,66.55841482,66.62476804,67.0728938,67.84515154,68.73597596,70.13377754,70.68921546,70.96082249,71.70029721,72.66261949,73.65096979,75.06779785,75.72723414,76.3200856,76.93420803,77.47444811,77.70172624,77.92940568,78.08390679,78.31624001,78.53082317,78.78945713,78.92696412,79.16629535,79.3378837,79.64374105,80.29387996,80.93930947,81.62861523,82.11285229,82.58352486,83.56693308,84.53154465,85.06659188,85.03895044,84.75341547,84.40360944,84.04430616,83.72578468,83.56390283,83.39379073,83.20494208,82.84179768,82.62438885,82.47349758,82.39639465,82.19492401,82.07086128,81.89750031,81.75803772,81.59999553,81.42587782,81.3423074,81.34992996,81.4596736,81.5651266,81.7046523,81.82114199,81.97733835,82.11642467,82.22559371,82.30631876,82.45193546,82.493416,82.54023227,82.61982595,82.76372014,82.8379794,83.06168623,83.34796042,83.54069773,83.51261909,83.44913064,83.32986954,83.18764544,83.08607411,82.96288283,82.84501415,82.75957648,82.78606183,82.97228421,83.2582933,83.63539075,84.09209805,84.57278625,84.73087825,84.70456303,84.72530341,84.99174963,85.34959217,85.90524429,86.84882518,87.8233323,89.37235777,92.50078524,94.0535407,95.67884349,97.10425382,98.10493404,99.00065505,100,100.3642561,100.559828,100.6451642,100.6324732,100.505336,100.2446312,99.69534707,98.99773496,97.84553261
달성군,79.84665176,80.60518564,81.02646917,81.5243016,81.90459507,83.00677992,83.68644107,84.26225554,84.88118121,85.25542743,85.78864288,86.83707583,88.00647324,89.17148495,89.88501244,90.38745699,91.08253735,91.95933097,92.31696903,92.509015,92.95231025,93.26366031,93.60377974,93.91103864,94.25513353,94.48549561,94.96325349,95.1074154,95.20802536,95.16418144,95.29655007,96.21735097,96.48668432,96.96394413,97.54794765,97.80652699,98.04862104,97.90999024,97.67557044,97.49097817,97.01505242,96.17527756,95.86158127,95.36521513,95.04722458,94.55131551,94.17490567,93.97250811,93.70138617,93.36466,93.18320581,92.95801716,92.8004335,92.56703049,92.43094276,92.32052429,92.2786373,92.26503656,92.47950539,92.72900596,92.81107663,92.82961422,92.87057328,93.06406741,93.12650585,93.28870993,93.354548,93.29322177,92.94317559,93.02619526,93.13494181,93.31167206,93.50584661,93.54622531,93.45104843,93.29848746,93.32168836,93.35217648,93.29902232,93.18449988,92.6103144,92.02922246,91.73519459,91.52729607,91.53823801,91.40471066,91.92806834,91.95941303,91.70942148,91.26580964,90.95051695,91.09758936,91.11964842,91.12145781,91.36393282,91.6825989,92.05530081,92.89965451,93.71013574,94.81641657,96.39270295,97.74300284,98.74828672,100,100.487728,100.851845,101.0085253,101.1443055,101.164022,101.0835264,100.8413215,100.545252,100.1090697
인천광역시,72.69271854,72.21954454,71.63558371,71.22715097,70.95612559,71.1017407,71.16736935,71.16809489,71.10334216,70.99838277,71.08133235,71.60595206,71.93065181,72.11305306,72.34850701,72.60405871,73.06343146,73.23386996,73.32917001,73.35925598,73.43425117,73.56935142,73.84064078,74.05333245,74.26520009,74.37963639,74.49246476,74.67870571,75.03281339,75.60553772,76.03289679,76.54191653,76.84777929,77.09296075,77.39125585,77.6782778,77.96147378,78.15991695,78.19222548,78.18425527,78.2161027,78.27486571,78.32692518,78.44339692,78.56411905,78.74042537,78.83721693,78.99171302,79.15722291,79.22107774,79.21084113,79.1441168,79.16524956,79.22036481,79.2814349,79.40353094,79.50457983,79.83066436,80.07869914,80.24542419,80.40866897,80.39762358,80.38927589,80.45292307,80.48178466,80.45828913,80.4037714,80.38031622,80.25703828,79.99972042,79.93120078,79.99114604,80.13314533,80.2942681,80.24742442,80.1559418,80.08801013,80.03437089,79.96385772,79.94215537,79.88914022,79.70394223,79.83844245,79.908861,80.12555075,80.50926745,80.67829025,81.10475313,83.08347477,84.33283782,85.04918316,85.99287708,86.54612184,86.72481992,86.93629425,87.14636689,87.59034694,88.21304957,89.17216921,90.75179895,92.63367328,94.73489602,96.81001244,100,102.0217342,104.032493,105.9628516,107.9794325,109.2669178,109.8369213,109.9250271,109.8717158,109.7451338
중구,87.63756729,86.81649362,85.58376012,84.90207746,84.59914418,84.24112025,83.74811303,83.72990966,83.54107955,83.24144521,82.79036223,83.0205502,83.55503647,83.10379709,82.87766408,83.37036252,84.4540339,85.58179948,86.56064449,87.01287494,87.28693051,87.52468414,87.69215443,87.78308662,87.87693103,88.0059299,88.05700141,88.20953471,88.34785246,88.57060077,88.71316015,88.89551951,89.24115237,89.5858853,89.97834758,90.3745975,90.65425708,90.93943935,91.14277363,91.11032965,91.10743315,91.11925863,91.16585897,91.19707545,91.29624166,91.45334507,91.56132429,91.75711401,91.81165296,91.82828731,91.81370462,91.79284243,91.84521083,91.83512238,91.83514629,91.84386806,91.73965416,91.65178171,91.65531657,91.68510461,91.72160601,91.66513105,91.6518043,91.67296842,91.62194789,91.38725772,91.20985411,90.89327599,90.56090274,90.01824055,89.68621659,89.41290881,89.06331173,88.77862172,88.28050242,88.01607537,87.66714511,87.03952214,86.35186954,85.87416803,85.7184572,85.71930576,85.9534622,86.12377036,86.1360283,86.73790534,86.71525841,86.87119809,87.69421876,88.61450317,89.10112307,89.62946328,90.00509639,89.90318275,90.15453083,90.3907886,90.68634413,91.00447822,91.57228229,92.6354026,94.4081459,96.15446955,97.78223872,100,101.7003032,102.6114677,103.5892087,105.1640945,106.3965334,107.0795115,107.0616378,107.0099607,106.955383
동구,88.95503338,88.47882338,87.72476577,86.7338258,86.60076987,86.89227907,87.17286662,87.0426631,86.71963002,86.17138066,86.17270124,86.30816925,86.37623077,86.29056311,86.65122295,86.8781863,87.77250127,87.37131409,87.41376901,87.53451841,87.75155715,87.82370248,88.0559551,88.16056602,88.36927296,88.42084883,88.4808309,88.61858931,88.89844903,89.23487717,89.55162098,90.07782599,90.23517425,90.33295334,90.51861566,90.78361075,91.3972318,91.78167785,91.99621101,92.00291444,91.99990609,92.05873748,92.185083,92.31724937,92.51565279,92.66130062,92.73953137,92.89908373,92.99460226,93.0651331,93.0991325,93.0784242,93.1212638,93.28455388,93.4133484,93.54159524,93.65396217,93.8118725,94.05746738,94.19319963,94.35175144,94.34499876,94.29266337,94.29086823,94.26931975,94.14974213,93.98322908,93.72320418,93.46724198,93.39059048,93.36601397,93.31805303,93.29323161,93.32607586,93.31391726,93.12022016,92.79292189,92.73875412,92.55309382,92.21169524,92.11416466,91.94621575,92.29427572,92.34597362,92.35736716,92.09617648,91.88635118,91.67346722,91.82763599,92.05866336,92.30111102,92.69427374,92.86136969,92.95903315,92.96100638,93.0551024,93.51684962,93.63296309,93.82156393,94.38902125,95.24445847,96.33102596,97.46011293,100,101.803511,102.9249745,104.0120586,104.9966668,105.7783996,106.226411,106.2472325,106.1418308,106.0251021
미추홀구,79.4769099,79.03062051,78.70625709,78.38613923,77.99233131,78.00125438,78.01111487,77.82280502,77.6581097,77.55913482,77.52121452,77.63412598,77.77717654,77.91723525,77.8533259,77.98049946,78.10673194,77.98726286,77.9323666,77.92590622,77.94456504,78.09756912,78.37547958,78.4822869,78.72975079,78.84422029,78.86791406,78.95941334,79.31186606,80.27238291,80.70149545,81.00826825,81.11896463,81.25754949,81.52691565,81.89605772,81.99052385,82.07814818,82.08171612,82.10753387,82.139162,82.15932135,82.23329017,82.52959473,82.62774146,82.73141696,82.83031587,82.90223575,83.02466019,83.04390758,83.04811119,83.04811119,83.07341126,83.12561607,83.16141371,83.24610741,83.36251911,83.85438457,84.11086291,84.30774407,84.47793148,84.53651599,84.63378778,84.7252343,84.80470254,84.82966202,84.7902043,84.81306344,84.75210596,84.63213007,84.64110969,84.78049918,84.89807701,85.09782517,85.10785895,84.9944838,85.0252785,84.96016994,84.8552785,84.75131313,84.70398808,84.5539053,84.55979501,84.56274292,84.64115887,85.1752996,85.20988161,85.67681504,87.12250707,88.17902031,88.50864929,88.77768061,89.02070913,89.21444775,89.65243038,90.01072254,90.54643173,90.93232115,91.37184666,92.61512179,93.8112333,94.90601065,96.41633369,100,101.5443546,103.002424,104.4934413,106.4871256,107.7883951,108.3899869,108.5167402,108.4482355,108.4448733
연수구,63.14137588,62.80258621,61.9747831,61.6292902,61.45432647,61.76898092,62.22968728,62.38177984,62.51350212,62.49446031,62.57046102,63.33091823,63.79110148,63.99414172,64.29238665,64.55520733,65.07506957,65.35495925,65.47650208,65.50575109,65.60121265,65.71506479,65.97910487,66.18429534,66.35122955,66.51134197,66.73185157,66.971666,67.61608429,68.41457498,68.97014113,69.55443761,69.864218,70.08687294,70.39394918,70.55835096,70.83694475,70.97561497,70.9986149,71.00159791,70.98479133,71.05822306,71.06877949,71.08162367,71.15353535,71.22762654,71.24539601,71.31522532,71.41394479,71.47772661,71.47573801,71.46059198,71.50730862,71.59349391,71.6495778,71.86332438,72.0519931,72.44455938,72.75232092,73.00374883,73.24752186,73.26966574,73.27898128,73.48015776,73.58239121,73.6654442,73.7427195,73.86661932,73.6788425,73.15308214,73.06279901,73.05037326,72.97344146,72.72511123,72.4838809,72.32035185,72.09503215,71.70361837,71.26592365,70.98797581,70.78689033,70.41763377,70.60777427,70.75034999,70.92752042,71.51737475,71.861063,72.60040889,75.34312373,77.00256471,77.86180554,79.27152748,80.08330582,80.18959029,80.36604988,80.42992359,80.87305134,81.76737686,83.80844128,86.50963161,89.43643923,93.09304784,96.08035917,100,102.3094566,105.4537979,108.4170623,110.9947295,112.7472027,113.2148756,113.162853,113.0878998,112.6246526
남동구,76.50700017,75.96499379,75.64366661,75.01634169,74.65389131,74.73680152,74.90493749,74.79966899,74.65882074,74.4006793,74.31958365,74.51174664,74.5563009,74.88689442,75.06581623,75.17523588,75.52165335,75.57709589,75.61066556,75.63213335,75.6931651,75.76811291,75.97433751,76.17027564,76.31190355,76.34724146,76.40958979,76.57505579,76.82819492,77.32770117,77.67464304,78.16247952,78.43708137,78.46947681,78.55537109,78.75050807,78.88743079,79.06274971,79.07923212,79.0144922,79.1171164,79.17470477,79.13431726,79.17664375,79.28689801,79.46365125,79.59118764,79.64194436,79.77758513,79.82855153,79.82268658,79.71584269,79.68041061,79.71928854,79.76273923,79.81246039,79.91879251,80.22942848,80.44313447,80.59066196,80.79547093,80.83589369,80.87030206,80.92501962,80.97219512,80.89999348,80.87919137,80.91718075,80.8672044,80.80427021,80.82870783,80.99433605,81.18555389,81.22201888,81.17117401,81.11244091,81.20248576,81.17281892,81.11746607,81.08711368,80.99655433,80.80317412,80.8772364,80.93990302,80.99802156,81.35864405,81.52598272,81.63640814,83.37819608,85.22603269,86.45707141,87.60904981,88.0495894,88.01519861,87.86979496,87.91492381,88.29635908,89.26617971,90.37034836,91.85018947,93.68740412,95.30071214,97.13530663,100,101.8178308,103.129702,104.4802581,106.3635288,107.4215294,107.6468212,107.7127427,107.6943723,107.6174593
부평구,68.93345976,68.39958578,67.8477526,67.45036325,66.88779089,66.79924174,66.77911138,66.77664912,66.86992538,66.80684105,66.91596221,67.44353546,67.82619231,68.12372113,68.49970481,68.76757454,69.27933019,69.54414866,69.54491657,69.5699631,69.6138326,69.74912691,70.20810914,70.49143363,70.72081092,70.91155461,71.02822864,71.24438425,71.59989938,72.1148906,72.47663316,72.7884201,73.21720998,73.6772687,74.16100303,74.62321552,75.20106199,75.52334152,75.52582241,75.55934966,75.61432973,75.73514666,75.91251455,76.16501915,76.39021518,76.75593509,76.93295546,77.24100665,77.54965248,77.61815889,77.57246563,77.47072364,77.53117208,77.63383851,77.75042127,78.03808236,78.14396917,78.45177868,78.6831437,78.81646551,78.90741174,78.81846812,78.69743342,78.77593242,78.78013846,78.75196726,78.62663064,78.53057336,78.36793426,78.01701348,77.97457192,78.15108178,78.45704618,78.86582303,78.9055906,78.86084737,78.69798932,78.93768177,79.20217679,79.52938874,79.5711986,79.38914401,79.44349639,79.48920932,79.91643706,80.28424792,80.45674474,80.80268468,82.55238488,83.79763234,84.54545086,85.70273569,86.46665791,87.04541954,87.6675318,88.13774508,88.75174679,89.3000065,89.95012439,91.08350816,92.88550491,94.59682574,96.66597871,100,102.1681039,104.2783461,106.3780675,108.4313215,109.9658021,110.7330743,110.8649511,110.8145982,110.7200232
계양구,74.63316539,74.20956486,73.63667747,73.23165055,73.11859326,73.32229363,73.26672818,73.35746756,73.2233549,73.29811419,73.26364666,73.8900595,74.34242092,74.66791024,75.11454985,75.40561196,76.02858638,75.99901362,76.193539,76.2849466,76.47773735,76.80770686,77.06010965,77.30987656,77.5627766,77.68100539,77.84647034,78.02898683,78.21731653,78.60825984,78.98356316,79.48635801,79.83048093,80.01809744,80.28748298,80.68305455,80.93819527,81.19706689,81.2645853,81.27319771,81.30529251,81.40292032,81.47490558,81.55049057,81.62716899,81.73824222,81.82819493,82.02012114,82.19538831,82.3177293,82.30721226,82.29212331,82.26330896,82.24764346,82.29201363,82.42316816,82.49037519,83.00916008,83.34911198,83.50499647,83.66763623,83.69178436,83.69546071,83.71595477,83.69564223,83.63601636,83.56083564,83.46355983,83.38317067,83.06546569,82.81689835,82.73021614,83.01211223,83.3989121,83.55082008,83.5234206,83.91729355,84.48458639,84.80435023,84.98929223,85.00620183,84.73632105,84.98953536,85.18901078,85.27253449,85.53628165,85.88422473,86.04627016,86.45504251,87.09943118,87.73666105,88.40300671,88.72684383,88.91616677,89.15872428,89.39439947,89.82240604,90.49410603,91.379643,92.59832732,93.48703411,95.03452637,96.93906614,100,102.2101254,104.4716906,106.6431985,108.8652617,110.3755507,111.4263161,111.7959439,111.743067,111.720245
서구,71.8675884,71.40536169,70.74228315,70.50603506,70.4847221,70.84167057,70.76461268,70.80173576,70.62487194,70.48284314,70.89068133,71.72310702,72.12767297,72.08394379,72.22473314,72.60385647,72.99293514,73.30793867,73.44264343,73.40757276,73.42039772,73.48118041,73.63967069,73.85976203,74.10107847,74.15377116,74.24487246,74.43921113,74.79154364,75.31896411,75.87486122,76.70622877,76.9929764,77.31305583,77.62018176,77.78577593,77.98260227,78.11345854,78.14030656,78.10509726,78.11346823,78.10021649,78.11174804,78.19836718,78.30325483,78.45297817,78.51708464,78.70256335,78.85149866,78.90821711,78.91642801,78.78756638,78.7983857,78.83464229,78.88027529,78.8408968,78.90592203,79.07963418,79.31032175,79.47606974,79.62632896,79.54646014,79.53282371,79.47914705,79.47279579,79.45066601,79.35608818,79.25558472,79.15359397,79.04243502,78.99611152,79.03409721,79.21172637,79.56299608,79.5607664,79.48662556,79.26488541,78.98149413,78.85726791,78.81626594,78.83663457,78.83130806,79.00316655,78.97802812,79.41517965,79.65946047,79.71891634,80.45767012,83.77730503,84.73802688,85.18358854,86.01437854,86.64456108,86.79816704,86.88428876,87.06158644,87.40889002,87.76731965,88.38406886,90.06911588,92.26188178,94.91361886,97.09583568,100,102.1114747,104.2707925,106.1776511,107.9403126,108.7725607,109.2881803,109.3387683,109.2830118,109.2250966
광주광역시,81.836271,82.05862337,82.07944547,82.1663003,82.29796544,82.55458166,82.73005381,82.7998314,82.77245475,82.7255279,82.71801528,82.81174514,82.97968553,83.00489651,83.04223445,83.2719578,83.43705863,83.6201826,83.6643546,83.72820008,83.88287754,84.00397315,84.17482676,84.35511248,84.52018883,84.81879988,85.12220679,85.43924674,86.0706431,87.36632193,87.99412215,88.76708405,89.25011636,89.6296704,89.91480664,90.32322757,90.830107,91.02976016,91.09259452,91.10635647,91.14570373,91.25744531,91.24027776,91.18388041,91.10771057,91.05364992,91.03746452,91.10846653,91.19448006,91.25194662,91.33743463,91.35141756,91.33486412,91.37320965,91.41809924,91.34592203,91.43760727,91.53904534,91.68834872,91.88275444,91.93713052,91.99710068,92.13286385,92.31017757,92.52119937,92.68341105,92.85070974,92.93581634,93.10295274,93.33856232,93.94577915,94.57365457,94.86172826,95.20605944,95.34356927,95.41833911,95.42164831,95.38339328,95.26537488,95.11872441,94.95960954,94.83734085,94.76013187,94.7206069,94.75636686,94.79745518,94.86294299,94.9317883,94.95977633,94.93605539,94.8729164,94.81218143,94.8142756,94.84428167,94.90017206,94.94675075,95.15978487,96.38998405,97.01078773,97.44195305,97.81373416,98.31664091,98.8379645,100,100.8644189,101.8845026,102.8706471,104.0761581,105.059616,105.7050384,106.1543762,106.4064127,106.6347215
