행정구역별,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01
안산시,67.25417665,67.08643229,66.75066532,66.60296271,66.33827033,66.25526287,66.63971824,66.75383741,66.73403046,66.54977237,66.60392114,66.93337942,67.13334592,67.29422814,67.71103512,68.11280637,68.51622137,68.33814091,68.28784031,68.27997008,68.34792836,68.40734057,69.43707462,69.72308914,70.03491426,70.31498176,70.5456291,70.91156614,71.76771207,73.05672153,74.04115607,74.83261525,75.54647599,75.92708046,76.42692646,77.07003557,77.38752592,77.3441925,77.29506185,77.20393423,77.00767008,76.75127035,76.69000978,76.84098809,76.93397641,76.98006763,77.0127005,77.11507258,77.14800783,77.15077145,77.14619587,77.12776203,77.12899304,77.14974586,77.13288128,77.15098473,77.14092617,77.21282181,77.27048893,77.26958073,77.1710091,77.10211424,76.92572647,76.7336695,76.56096616,76.29449242,75.74049713,75.08390877,74.08461373,72.50835732,71.99047664,71.73083351,71.41800108,71.03714736,70.57441416,70.27453118,70.11893001,69.91649806,69.87129519,69.62640602,69.60031256,69.53763776,69.59848929,69.84445828,70.13316768,71.09802872,71.40551951,71.77531605,73.53170311,75.67091786,77.00823405,78.99475543,80.09288274,80.41493168,80.29109518,80.30658754,80.45910302,80.66300633,81.10925171,84.36705266,87.80106027,91.70350171,95.01434973,100,102.75283,105.0280298,107.1178935,109.2721619,110.6604554,111.1945722,111.261545,111.3328324,111.1872033
고양시,70.23261562,69.90573867,69.52018693,69.02457126,68.60927069,68.10934335,68.06706709,67.98612322,67.92944802,67.91250922,68.05816476,68.47962533,68.60585982,68.87013976,69.19686706,69.48952844,69.88814772,70.02644652,69.8566691,69.75763711,69.77334451,70.0611495,70.44694946,70.92268779,71.17700376,71.3777454,71.58249489,72.09890806,72.63583106,73.22584778,73.7760718,74.26056261,74.70695401,75.28223337,75.88892987,76.56837033,76.95913925,77.10818414,77.11495034,77.1224498,77.12024795,77.11963392,77.17801422,77.28093359,77.3853953,77.52038153,77.66599301,78.32640555,78.76488076,78.84360966,78.80732108,78.73482912,78.74684931,78.89156618,79.02511158,79.23864869,79.84134449,80.71759832,80.6797058,80.7210584,80.79807281,80.65717602,80.49268169,80.34130598,80.21296445,80.15118526,80.06439262,79.9287473,79.73296784,79.51029744,79.6621109,80.19627671,80.58905465,80.5604938,80.48747981,80.4188348,80.26325553,79.88737973,79.59235447,79.26516701,78.87510038,78.47776774,78.29261339,78.15698095,78.14527057,78.46619333,78.81896275,79.00142403,79.30724477,79.67301535,80.01226192,80.68214753,82.05870591,82.89822976,83.43395484,83.97843011,85.33302411,87.89107004,91.31724949,94.84715236,96.66848014,97.72481947,98.49485889,100,101.3556247,103.0895399,105.0380356,106.6511346,107.6411579,107.9976736,108.0786437,107.9908187,107.9337467
과천시,63.52619022,63.80708154,63.43773627,63.13288372,63.15984537,64.54003952,64.78965857,64.61750524,64.34022296,63.98072084,63.96973282,64.50428029,64.63940942,65.0046374,65.30832871,65.73065389,66.81108971,67.1527895,67.1015848,66.89707843,66.93449724,67.11283158,67.56206126,67.83175349,67.82168249,67.82168249,67.82504901,67.91325478,67.94881577,68.46143498,68.80171569,69.15458835,69.47483209,69.93929258,70.71192124,71.03664758,71.22648036,71.24161082,71.24161082,71.24161082,71.24161082,71.34610939,71.76254475,72.46710279,72.9732416,73.02366078,73.09474859,73.26415668,73.32460279,73.32772307,73.332499,73.31886797,73.35705199,73.33469254,73.41057928,73.77582328,73.89058457,74.40509102,74.35383399,74.33382209,74.35751541,74.60461503,75.71565145,78.71373801,79.318321,79.70051798,79.79894344,79.72015096,79.72015096,80.07691787,83.54511343,84.63433599,84.74577789,84.63357886,84.39082562,84.19489571,83.33520892,82.03629337,81.37492338,81.76343239,82.93803869,84.53935787,85.46645875,87.06387707,89.18427836,92.35216898,93.08794657,92.9118852,92.85060778,92.67517536,91.79795879,91.2728139,91.88337916,92.63121032,93.0400186,93.15066097,93.20937643,94.27152865,95.61916344,97.07513281,97.78780492,98.08697296,98.50283236,100,100.8320097,101.8419101,102.2592365,102.5631368,103.0650827,103.4501491,103.445299,103.363622,103.1304494
구리시,60.21445671,59.86549774,58.93246544,58.33173271,58.00060697,58.10032754,58.3078206,58.39742653,58.25512926,58.19106348,58.15969974,58.55225957,58.75067657,58.85561377,58.90343736,59.30734675,59.51765029,59.66133167,59.77163489,59.80355316,59.70294617,59.75615868,59.94404161,60.11515039,60.32843655,60.42766974,60.48820083,60.60660788,60.87826125,61.3636282,61.77273703,62.26670072,62.60370839,62.84107339,63.26950901,63.72369946,64.07468563,64.37090324,64.41735588,64.42301994,64.41897568,64.44043328,64.46263067,64.56466497,64.71914395,64.88076236,64.96615621,65.05350789,65.2057935,65.23423187,65.24261474,65.26128992,65.2773862,65.33200316,65.42499895,65.64282652,65.76968069,66.00487714,66.16561031,66.30515387,66.46604207,66.54599268,66.67251812,66.83672672,66.97207643,67.27760675,67.71822056,67.98733413,68.21513851,68.81595105,70.2615637,71.18423139,72.19693342,72.71590738,73.06689267,73.14957353,73.20494754,73.3082014,73.25518257,73.37306441,73.58390623,73.79360664,74.14829329,74.48657005,75.21353617,75.58096093,76.8002893,77.86877714,80.94130929,83.63799751,85.08449745,86.61297516,88.12699227,89.84106011,91.21120933,91.72192241,92.11390907,92.55037476,93.36423173,95.09959337,96.48627042,97.56411318,98.60162692,100,101.1920088,102.6988818,103.9587316,105.3494886,106.1579112,106.3633295,106.3472476,106.2797123,106.262865
남양주시,70.77121587,70.41037964,70.18591289,69.89146861,69.68005899,69.61173993,69.73878223,69.60589827,69.36090828,69.20605312,69.06304755,69.28699755,69.33997541,69.35755006,69.53413028,69.73429052,70.00858791,70.06437356,70.01492531,69.91293166,69.82398151,69.80007186,69.963626,70.09296269,70.13381357,70.16411667,70.22513728,70.32208279,70.48690397,70.91057831,71.28277455,71.60190485,71.89953579,72.0588619,72.39287359,72.84849033,73.30294836,73.6715627,73.72069981,73.76430735,73.81590521,73.88686991,73.9155815,73.97382638,74.06128866,74.20575133,74.31807447,74.49025273,74.76301514,74.7840167,74.78087947,74.78484377,74.80181598,74.90284905,75.02556613,75.2564383,75.45538081,75.59206937,75.67475144,75.76231353,75.87317381,75.8807878,75.81346223,75.67690458,75.65272597,75.62879853,75.59603101,75.58104162,75.56452792,75.5477083,75.52042858,75.54594573,75.58608885,75.65929018,75.66149048,75.65793826,75.62235309,75.60447464,75.54704295,75.55407343,75.51143869,75.59807474,75.56650952,75.57032982,75.60697463,75.79011824,75.99700808,76.4612527,77.08244496,77.90748689,78.30836588,79.20658991,80.3810721,81.77877973,82.77903561,83.29182127,84.54698331,86.26448305,88.58367136,92.53320554,94.84818926,96.37024847,97.53588142,100,101.9188503,104.1286584,106.1412226,107.7898793,108.9053949,109.2996791,109.2992892,109.2763341,109.2342226
오산시,83.11316838,83.20927371,83.16377292,83.01551127,82.92741757,82.92145656,82.93687323,82.43547552,82.0821086,81.8874333,81.73517495,81.7969824,81.82566939,81.88227368,81.93947228,81.97079882,82.26365098,82.25432052,82.2476596,82.29174053,82.31958317,82.42178947,82.86241856,83.18903477,83.4094564,83.34720171,83.4286641,83.91149809,84.05094828,84.32067628,84.57879856,84.72806579,84.77058233,84.82903678,84.90414938,85.08336551,85.31553782,85.46754958,85.44094478,85.45034691,85.42213572,85.35954954,85.36832806,85.36789922,85.37725356,85.42538893,85.49442046,85.5968637,85.66056519,85.68584925,85.75428219,85.79809625,85.79061776,85.83915063,85.88124202,85.88986946,85.9231536,85.88783898,85.87783516,85.86164255,85.73990144,85.64806876,84.77274888,84.31525954,83.85264859,83.18104858,82.70165511,82.23949909,81.76607245,81.59729121,81.55676937,81.53152469,81.22016536,80.87299206,80.50213839,80.28166026,80.00395203,79.80026836,79.19407985,79.06131498,78.70937926,78.52961014,78.40504165,78.32294995,78.17843105,77.89326543,78.04488289,78.16022756,80.53903891,81.91551222,82.7300798,83.56750916,84.27713997,85.12606239,85.70287455,86.19393207,87.35397349,88.36814233,89.38899472,90.95934557,92.49315435,94.45863939,95.98444613,100,103.5449311,107.2828218,110.7223349,114.1170925,115.9401932,116.6994056,116.8350254,116.6075593,115.922786
시흥시,68.62651198,68.35914418,67.84071028,67.2315197,67.05498513,66.9887437,67.15500061,67.28876775,67.30705168,67.12345232,67.25732122,67.65508469,67.79910583,68.11046061,68.24853508,68.60332459,68.95398951,68.81582807,68.67639664,68.57580048,68.57939882,68.70806641,69.2945715,69.54764939,69.6926149,69.83601773,70.0219676,70.23882616,70.7803184,71.73497967,72.59828955,73.22813423,73.7471316,74.12357865,74.57279983,75.2715392,75.42142904,75.46730114,75.40304515,75.33849219,75.28450656,75.31544465,75.32035595,75.5510435,75.59840066,75.6610598,75.70292616,75.76619637,75.80849754,75.80849754,75.80695359,75.79895396,75.81793354,75.9047953,75.99888912,76.09789372,76.18795207,76.57595497,76.86896026,77.12576124,77.29423691,77.33774694,77.25341887,77.17466447,77.10165779,77.00712337,76.85767666,76.71625517,76.55324963,76.31472457,76.31390636,76.4328417,76.3740837,76.21458168,76.05804602,75.97823924,75.77512696,75.29242061,75.01681161,74.76670822,74.46280451,74.28563306,74.29587602,74.13072759,74.19370844,74.24554386,74.29213655,75.00778655,76.77413174,78.87936248,79.4395789,80.06236908,80.76838611,81.05432212,81.06614762,81.11509933,81.2233199,81.84548895,82.47934409,84.06699136,86.57294196,90.41422312,94.16548951,100,103.2206589,106.2912769,109.0935339,111.3955989,112.6928225,113.1131408,112.9346634,112.5928715,111.707655
군포시,66.13388141,65.2818607,64.54040985,64.48353425,64.39573242,64.8367096,65.03434804,65.19775012,64.72485197,64.5297697,65.07779458,65.84454046,66.16762262,66.34752182,66.09597483,66.3124611,66.7351695,66.3313642,65.96022896,65.70687181,65.71302749,65.81762466,66.41672474,66.58529253,66.70786657,66.88322349,67.07258484,67.48467246,68.26148252,69.19290131,69.81923128,70.3450643,70.79892415,71.2485847,71.80461295,72.25362852,72.81042713,73.00394357,72.96358012,72.90941878,72.84607816,72.88870096,73.00322104,73.12447366,73.31477564,73.48547359,73.54830081,73.63686787,73.71637695,73.74090963,73.74049989,73.72169211,73.74008127,73.79115428,73.83077668,73.91488601,73.96483551,74.13751252,74.29080958,74.46202416,74.62349475,74.66498775,74.5933656,74.5648121,74.54476408,74.49676362,74.39096641,74.37245255,74.33400492,74.0823962,74.54936814,74.93673669,75.13174935,75.09794393,75.06071956,74.94773731,74.3272132,73.62273833,72.88225476,72.10451666,71.61753864,71.61440737,72.06719661,72.62165803,72.73470677,73.32309213,73.60897916,74.36221148,78.98813436,82.13450051,83.19045337,83.67310879,84.18074449,84.47232003,84.61133744,84.72863855,84.84288206,85.09795851,85.73415383,88.07619999,90.07031732,92.25067786,95.0934184,100,103.599007,107.1290921,110.0232044,112.4353612,114.0889311,114.7840616,114.7145432,114.6023259,114.5004826
의왕시,60.56566441,60.32416184,59.66297963,59.10748603,58.71233429,58.64167369,58.76519822,59.05322681,58.70813043,58.59007056,58.75367689,59.30490016,59.74554958,60.1453342,60.21964844,61.02823524,61.31736058,61.38037359,61.6839955,61.68450947,61.74554756,62.13413717,62.50799963,62.90954017,63.21308448,63.26163898,63.3236566,63.64049082,63.93355437,64.4224156,64.67437468,65.1093962,65.69956895,66.25882305,66.54460907,67.18954652,67.47910067,67.67341556,67.75790643,67.77079633,67.77592506,67.69867841,67.67274631,67.65906964,67.68030497,67.76356336,67.81250907,67.86236914,67.95348308,68.04144734,68.11239925,68.17470556,68.25611131,68.42569466,68.49927921,68.49210923,68.60145836,68.69331232,68.86755279,69.00476885,69.30046891,69.65419895,70.02290074,70.14860311,70.2828524,70.4076836,70.51260038,70.68214252,70.80150115,70.97505172,71.41976746,71.93353847,72.07608276,72.09741495,71.99114393,71.80908473,71.12806319,70.57947953,69.84139079,69.42532846,69.26001728,69.22091318,69.49078723,69.87580727,70.39637231,72.11547526,72.71387415,73.39055352,74.51530937,75.57215921,76.28298043,76.88270623,77.7167485,78.47206054,79.51461169,80.21944258,80.69227412,81.42090711,82.59438874,86.88185975,90.2216509,93.37860713,96.31142463,100,103.1397167,106.3748812,109.0975052,111.5253241,112.9055622,113.0486157,112.9636721,112.9001169,112.7729812
하남시,63.66239158,63.31308118,62.56022844,62.40412348,62.34045425,62.51105461,62.86054245,62.76323159,62.70619946,62.50369562,62.69313026,63.55251821,63.66608228,63.5299148,63.75527695,64.05735759,64.31502023,64.42112313,64.38749737,64.37781731,64.37709334,64.47198986,64.79642616,65.35842268,65.5771669,65.55292265,65.6543984,65.9435566,66.6207214,68.5203504,69.93841987,71.00562329,71.45383772,71.80600835,72.15378038,72.53952228,72.72652347,72.70145353,72.6695478,72.60284741,72.58632296,72.56050188,72.47511698,72.32908873,72.31972291,72.32922617,72.51377068,72.61487487,72.70622498,72.68576609,72.67062699,72.66211535,72.63814098,72.60051847,72.76938336,73.14649147,73.25004889,73.74152876,73.76242497,74.01178206,74.14713787,74.22781724,74.50851698,75.07384192,76.26119465,76.9620732,77.580761,77.82192419,78.12574219,78.45325996,80.09735837,80.63665273,80.88099927,80.87197442,80.29465434,79.88656049,79.2554814,78.29510048,77.8913487,77.20244248,77.52093611,78.1286304,78.50954771,79.24883614,80.23516304,81.70247507,82.29836815,82.73808525,84.12947474,84.47014597,84.43089838,85.65471225,88.20610992,90.13827456,91.51610122,92.14838005,93.25231119,94.25258578,95.53292636,97.46550416,98.73332388,99.39808229,99.68015139,100,100.6379057,101.7463516,102.3242507,102.8014648,103.2241009,103.2495256,103.0449058,102.8001961,102.4566149
용인시,69.68267823,69.15268603,68.7974251,68.53942722,68.39341362,68.41006117,68.53240969,68.67359339,68.53044299,68.3520007,68.22865502,68.26723968,68.24521276,68.32569547,68.47695969,68.64857719,68.94230224,68.72935203,68.62253027,68.56752855,68.61956393,68.69718896,68.87667585,69.10802341,69.22798728,69.31232187,69.47918561,69.66771193,69.88701529,70.2100945,70.41987359,70.64491366,70.82942596,71.00902027,71.2795524,71.56464023,71.7799164,71.9120448,71.99071365,72.00428673,72.00658288,72.00184379,72.01252366,72.0171122,72.03201824,72.05900435,72.07594687,72.11767507,72.14953688,72.15280173,72.15776537,72.14023116,72.13366342,72.13157703,72.11454112,72.12296902,72.13975534,72.12753338,72.13876712,72.13915478,72.1131511,72.06689794,72.01534137,72.13552177,72.43183038,72.92706561,73.1415503,73.33888726,73.53306643,73.79607495,74.88057392,75.90505472,76.57290579,76.7448016,76.66423081,76.53512299,76.37006014,75.74973262,75.44858158,75.30441746,75.17679217,75.32114157,75.45016006,75.561281,75.9075809,76.64885946,77.97856933,79.72032628,81.82725579,82.63839058,83.05535051,84.23125055,85.38184662,86.51305814,88.55472282,89.2996794,90.46191117,91.57509762,93.05453821,95.11854533,96.36675992,97.56737618,98.2308727,100,101.392672,103.3740675,104.8846231,106.2040835,107.1095628,107.5288369,107.5632314,107.4159671,107.1348683
파주시,83.74756406,82.93679552,82.33675075,81.9371452,81.63090492,80.61533221,80.69458535,80.25639112,79.96362761,80.00427711,80.41315222,80.74809026,81.01884431,80.98658743,81.41285616,82.01496452,82.5424982,82.29036291,81.72008831,81.60530094,81.2581231,81.13840193,81.57277644,81.90257899,81.99017684,82.00670122,82.01573745,82.3000333,82.57288075,83.07533796,83.34755556,83.83186677,84.14986612,84.46866964,85.19179033,85.90771386,86.55692571,86.828771,86.84587543,86.84512643,86.84121415,86.85605528,86.91025496,87.00175998,87.05992344,87.18249774,87.33773505,87.5883612,88.04110744,88.07280098,88.00902275,87.89114907,87.8906239,88.02958625,88.16202069,88.30429267,88.70025121,89.28549151,89.44754508,89.65327445,89.96040513,89.83538618,89.79308434,89.78595697,89.78892176,89.7880266,89.99158533,90.01944526,89.91352277,89.49689791,88.95384211,88.5838327,88.34009936,87.57985245,87.15430943,86.92719515,86.77614452,86.49154625,86.23272989,86.03305925,85.63045018,85.26951246,85.03699452,84.86923169,84.79407554,84.76277789,84.677324,84.6863921,84.59553987,84.52277761,84.42458864,84.32962788,85.64252395,86.1267413,86.2833975,86.12063755,86.98184182,91.16021337,94.19181877,96.16587456,97.03516658,97.63517257,98.46984679,100,101.1484888,103.1460381,104.6685066,105.9131317,106.8986186,107.192233,107.5406397,107.7922404,108.0198946
이천시,89.22896696,89.15518773,89.15518773,89.43159479,89.65063845,90.09821232,90.41767714,90.59883134,90.73883936,90.76858539,91.04700158,91.49375029,91.65805275,92.06156941,93.16460038,93.58571544,94.01138675,94.07958498,94.04979537,94.15002468,94.42400998,94.61378255,94.87703048,95.02557778,95.31197518,95.56584515,95.756584,96.32916947,96.79815891,97.56875914,98.1676853,98.82895887,99.20688499,99.53853758,100.0657571,100.6120049,100.9732282,101.2729025,101.5077975,101.5863488,101.6898021,101.9217322,102.1686646,102.2465531,102.2545049,102.3367671,102.5067883,102.7443973,103.1227624,103.1670309,103.1380171,103.2103617,103.2728882,103.3755378,103.3842523,103.3979871,103.3096886,103.1728656,103.2021663,103.2743204,103.0666599,103.0475329,102.9145273,102.9530332,102.9887295,102.8646122,102.5735359,102.4915464,102.4929664,102.410811,102.2431893,101.87016,101.6893702,101.3045542,100.8686783,100.381625,99.68696328,98.71910702,98.10748002,97.50803038,97.18076764,96.94356022,96.70801276,96.5601112,96.33037625,96.11540254,95.49378795,95.28777605,95.19750986,94.95474556,94.86986251,94.84279741,94.93755546,94.93015467,95.13071663,95.17782219,95.30080516,95.43267834,95.59363925,96.21408424,96.70498835,97.34934721,98.4862166,100,101.5715173,103.2902103,105.2695959,107.8039026,110.2881782,112.3202646,113.2690498,114.2015323,115.4734757
안성시,92.00962943,92.36925753,92.58454961,92.75109609,92.77072845,93.50311452,93.83887634,94.13044528,94.33910393,94.38385248,94.66801025,95.33615822,96.06591305,96.72442635,97.90906863,98.4456926,98.81061693,98.82479131,99.00249797,98.98711659,99.00637689,99.12575918,99.54158203,99.69654489,99.93501367,100.3612014,100.7145124,101.1553172,101.3453572,101.6545235,101.8391562,101.8463082,101.9693488,102.5949833,103.3300371,104.0028932,104.4876057,104.7399742,104.7749546,104.761637,104.7381946,104.6628331,104.5315745,104.5019539,104.5232281,104.5534462,104.5854036,104.550814,104.4765,104.4315934,104.4056268,104.3669494,104.3110303,104.2567158,104.2102976,104.0485658,103.9777354,103.8348825,103.5777997,103.5367824,103.3929416,103.1453413,102.9072789,101.923244,101.0600478,100.1951994,98.97839347,97.99792939,97.12835853,96.73126532,96.56980723,96.25323888,95.48685817,94.62336832,94.23051853,93.99842169,93.83149736,93.31741996,92.89138824,92.32518906,91.79698165,90.83692205,90.22507118,89.90997527,89.63286977,89.5762379,89.5532156,89.29072146,89.35975598,89.3466118,89.28614833,89.18001284,89.50322603,89.5381407,89.6424081,89.75296407,90.01363229,90.57443677,91.58401032,92.65271346,93.88013826,95.31279876,96.16354452,100,103.6801496,106.872162,109.8682861,112.5543574,114.778422,116.0731908,116.9436568,117.0310466,117.5473248
김포시,72.59170001,71.9690645,71.0878921,70.85220778,70.82507649,70.67768163,70.98815785,70.8182579,70.196209,69.7649758,69.91310506,71.27474705,71.30235734,71.3479349,71.87404372,72.73692095,73.45240288,73.04798501,72.87538047,72.9496172,72.57250606,72.35258896,72.86582958,73.17221653,73.33190312,73.38169534,73.46670609,74.08202979,74.96790079,76.47281257,77.14209857,78.59303248,79.48711066,79.74500213,80.42936834,80.92079728,81.25007707,81.31682609,81.28931365,81.23123295,81.20105189,81.18219381,81.18680946,81.20150895,81.20573572,81.2155329,81.27632329,81.72365561,82.09370821,82.15786259,82.09815894,81.96424568,81.79087244,81.69822547,81.81813359,82.09037868,82.62132726,83.17851752,83.40683955,83.87963235,84.34811896,84.57580799,84.7791728,85.01969024,85.13223082,84.92667986,84.87736441,84.90234804,84.85625678,84.61430572,84.46651726,84.69436101,85.31314543,85.3839679,85.25831849,85.18711669,85.13137045,84.96696905,84.77977142,84.61264287,84.45604768,84.30187811,84.1743058,84.08610927,84.15074926,84.25263848,84.30144521,84.34938553,84.42771393,84.4301531,84.40415536,84.49785878,87.00157367,87.64965947,87.9380498,88.16960364,93.17155287,97.19730935,97.83336573,98.87949986,99.39161135,99.67968798,99.79579835,100,100.242281,101.3751493,102.7428181,104.6557677,105.3335481,105.5891331,105.6112355,105.5767909,105.5879131
화성시,73.4065646,73.10869788,73.02158282,72.94505272,72.84691731,73.24277696,73.56850711,73.70767342,73.43173087,73.24944879,73.2198461,73.55189932,73.79239257,73.94958099,74.1561679,74.26995195,74.54300848,74.65472441,74.739943,74.75922017,74.82350022,74.85942099,75.47221456,75.64485539,75.86172066,75.91589766,76.09764572,76.34910383,76.57173223,76.98252745,77.22373047,77.40712648,77.52461093,77.63981078,77.68405267,77.84316947,77.99024791,78.12052264,78.1193473,78.15575502,78.15688326,78.12445049,78.12582136,78.12964062,78.15425141,78.19988526,78.24669121,78.34859007,78.53928162,78.64610638,78.7711248,78.90435127,79.01293986,79.24081237,79.46143774,79.6145742,79.72008902,79.60972394,79.6027423,79.61555631,79.61118337,79.48397447,79.34102445,79.32038107,79.40220646,79.53440937,79.54134429,79.62009811,79.64721614,79.81742831,80.18727606,80.64690662,80.52515071,80.59102646,80.48266021,80.36713987,80.14599576,79.62170412,79.30491117,78.92759387,78.65285842,78.49115702,78.50581454,78.55851357,78.87062174,79.32202904,79.93362576,81.28654391,84.12495004,85.5460302,86.05843137,87.08939573,88.13200014,88.93992928,89.63852853,90.3567132,91.04192992,91.67661684,92.19136712,93.3347675,94.71541665,96.03029057,97.22261158,100,102.4771295,105.6146185,108.8226651,110.9460663,111.6146193,111.6493422,111.4636741,111.0108221,110.4155058
광주시,82.63020335,82.59454373,82.44255437,81.97812838,81.91337496,82.33344097,82.33545243,82.19463133,81.8725077,81.57318225,81.35905918,81.45072821,81.53861711,80.96242806,81.15578195,80.79653858,80.76338737,80.30920878,79.99062732,79.87946103,79.88623461,79.8470592,79.85839414,79.94976817,80.21547605,80.2485947,80.28526167,80.51760072,80.96283044,81.4052483,81.77637015,82.1399272,82.52801675,82.77893939,83.09491746,83.43848526,83.80660774,83.99195521,84.04993074,84.10735347,84.13212406,84.17865142,84.26018164,84.35675236,84.36318392,84.44357345,84.47228094,84.7878204,84.94996903,85.0487463,85.0258551,85.03666656,85.12604751,85.39840926,85.76978295,85.90968581,86.06380041,86.09965201,86.18774265,86.37308932,86.34232723,86.1882417,86.07452699,85.98365813,86.00580478,85.78139408,85.3246611,85.14000367,84.97937072,84.76266821,84.70162779,84.61575831,84.59575668,84.60218528,84.54335399,84.50928161,84.40774138,84.32220863,84.28525239,84.18772002,84.00979978,83.65768451,83.61032269,83.66038387,83.66835864,83.78294706,83.85699891,83.91707086,83.92200678,84.11505718,84.49125204,86.08124793,87.55734185,87.97650552,88.57823376,89.01543504,89.60152201,91.16869929,92.39195167,93.96589036,95.5839399,96.80917667,97.98226868,100,101.8132843,104.0720988,105.3649699,106.7858276,107.8505024,108.398819,108.650255,108.7092992,108.5060093
양주시,85.33454847,83.94259071,81.96009573,81.69351209,81.35918777,81.65639632,81.90833985,82.08011091,81.4280465,80.97917259,81.00503128,81.26318223,81.43578818,81.29684554,81.31377658,81.18912569,81.25319267,81.08520916,80.98086779,80.79807515,80.64361688,80.48836164,80.54461171,80.61858856,80.71312831,80.80696069,80.90104867,80.94732708,81.16469203,81.43797611,81.60172236,81.9247376,82.12763576,82.50007033,82.9115287,83.3642577,83.87621536,84.14912168,84.24309832,84.34937806,84.4793273,84.71461497,84.88282455,85.13884829,85.3335474,85.5014309,85.72014293,86.12906317,86.46102644,86.57997578,86.5617444,86.56484651,86.59296356,86.68634347,86.88164138,87.07281319,87.25668975,87.51488936,87.54322743,87.59843157,87.77952852,87.77952852,87.77594512,87.8402859,87.85509886,87.90207376,87.88392235,87.79134055,87.71785224,87.51037174,87.39474233,87.34415691,87.13775721,87.06270986,87.13565313,87.11317268,86.99086824,86.30075489,85.89464086,85.37016515,84.82248241,84.53822526,84.44425986,84.15326129,83.97212003,83.83701542,83.90943158,84.02150023,84.17407353,84.08880164,84.26304363,85.13962783,85.30485528,85.45974376,85.66524608,85.98913792,86.48612057,87.13114444,90.05664897,94.33016849,96.02997192,96.72269741,97.5393555,100,101.8487512,104.1518173,106.3953943,108.4714933,109.4687966,109.7627685,109.7587554,109.7408169,109.7546583
포천시,94.11925312,94.07727294,93.64654586,93.56593982,93.64209687,93.91869799,94.71348794,95.14561526,94.7133621,94.15495768,93.79447873,94.10962733,94.59339466,94.62116466,94.17957591,94.55346853,95.07599987,95.04462299,94.76958967,94.70727675,94.5264258,94.4508217,94.78293093,95.1402698,95.25746882,95.41760137,95.53384996,95.59301102,95.88977329,96.45539509,96.79606677,97.22871421,97.77676422,97.93202916,98.38414386,98.57769943,98.93139364,98.8571002,98.84947598,98.73544528,98.61930324,98.63366134,98.74417076,99.00526026,99.10511255,99.1948391,99.25793101,99.54357831,99.90302352,100.0252215,100.0108735,100.0125029,100.032446,100.1512343,100.5612029,100.8106872,101.0247647,101.0551219,101.1783438,101.2492801,101.3546747,101.2951215,101.2040191,101.0365365,100.8066825,100.4596125,99.72586994,99.52287974,99.29561395,99.06711598,98.83414142,98.6219731,97.7942787,97.46909133,97.40320118,97.33204523,97.08729613,96.98821205,96.73999346,96.632061,96.13192062,96.03539837,95.687907,95.6443034,95.64678676,95.38737244,95.05210782,94.75000118,94.56345883,94.26147642,94.04770612,94.18230942,94.28926137,94.32524918,94.32383559,94.37752063,94.481538,94.59638569,94.81459164,95.4257383,96.04501879,96.88108487,97.94704265,100,101.5899,103.7041883,105.7898336,107.3251979,108.3873398,109.0423784,109.2115793,109.3027649,109.2813408
