date,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01
seoul,73.5,73.2,73.1,73.2,73.4,73.2,72.8,72.5,72.5,72.9,73,73,73.2,73.5,73.8,73.8,73.7,73.7,73.6,73.7,74,74.3,74.4,74.5,74.6,74.8,75.2,75.7,76.2,76.7,77.1,77.6,78.1,78.6,79.1,79.4,79.5,79.5,79.5,79.6,79.7,80,80.3,80.6,80.9,81.5,81.9,82,82,82.1,82.2,82.5,82.8,83.7,84.1,84.6,84.6,84.8,85.2,85.9,87,88.2,88.9,89.2,89.4,89.6,89.9,90.7,92.3,92.9,92.9,92.8,92.4,92.1,91.7,91.4,91.2,91.1,91.2,91.3,91.5,92,92.7,93.8,94.2,94.3,94.4,94.3,94.1,94.3,95.3,95.8,96.1,96.2,96.4,96.6,97,97.7,98.1,98.6,99,100,100.8,101.7,102.7,103.5,104.1,104.4,104.4,104.3
